snapshot_pct,bin,grpo_signal,maxrl_signal,maxrl_over_grpo_signal,maxrl_minus_grpo_signal,grpo_is_proxy,maxrl_is_proxy,maxrl_over_grpo_is_proxy,grpo_actual_is_ess_fraction,maxrl_actual_is_ess_fraction,grpo_delta_R,maxrl_delta_R,maxrl_minus_grpo_delta_R,grpo_delta_T,maxrl_delta_T,maxrl_minus_grpo_delta_T,grpo_delta_C,maxrl_delta_C,maxrl_minus_grpo_delta_C
60,"(.5,.75]",7.615242576654758,4.522727320940755,0.5939045638290762,-3.0925152557140034,9087.678416906903,5596.838922185934,0.615871146119504,0.9980577928217096,0.9980830352600568,0.19981737012987014,0.1947747564935065,-0.00504261363636363,0.2527090097402597,0.24485592532467532,-0.00785308441558441,0.03606939935064935,0.030458603896103893,-0.005610795454545459
60,"(.75,1)",6.873606566692654,3.2815789939247466,0.47741734445876655,-3.5920275727679076,7933.541428777235,4182.817935213903,0.527232128648326,0.9981284786390613,0.9980401007724081,0.12976973684210527,0.13314144736842104,0.0033717105263157687,0.15024671052631577,0.1455592105263158,-0.004687499999999983,0.02582236842105263,0.030592105263157896,0.004769736842105268
60,"(0,.25]",7.548644580427865,13.835249602890043,1.832812428175794,6.286605022462178,10671.794712676881,19243.59224759816,1.8032198674829227,0.9979703872464589,0.9979706356433811,0.16543637313822837,0.15469444081526001,-0.010741932322968356,0.3587380781290828,0.3365642147896525,-0.022173863339430333,0.08037464071073949,0.08175463809772668,0.0013799973869871862
60,0,4.160046637137585,10.373464378101918,2.493593289434759,6.213417740964333,6089.625240104468,15158.764632120898,2.4892770957874,0.9979475402539215,0.9979522524137134,0.060887592137592136,0.05192977067977068,-0.008957821457821459,0.2894144144144144,0.24610974610974612,-0.04330466830466828,0.013897420147420148,0.02021908271908272,0.006321662571662572
65,"(.25,.5]",9.707860125502926,10.07671725848225,1.0379957197786895,0.36885713297932377,12413.171711298071,13621.744521486846,1.097362127770195,0.9980645992445055,0.998071063177654,0.2303839577757954,0.22051553672316382,-0.009868421052631582,0.32145777579542073,0.3067108980077312,-0.014746877787689516,0.09754125780553077,0.08729185251263752,-0.010249405292893254
65,"(.5,.75]",8.224867552051974,4.993181873146783,0.6070835598928355,-3.2316856789051904,9799.668489912514,6164.53356339652,0.6290553164877063,0.9980638805956343,0.9980936873012114,0.2246550324675325,0.20711241883116882,-0.01754261363636367,0.2702211850649351,0.24703733766233765,-0.023183847402597435,0.04789975649350649,0.03886972402597402,-0.009030032467532464
65,"(.75,1)",7.232566751147571,3.581578999885211,0.49520165151838136,-3.65098775126236,8253.087739925006,4475.566056896385,0.5422898917268816,0.9981317996450907,0.9980495075235692,0.12023026315789473,0.09942434210526316,-0.02080592105263157,0.15361842105263157,0.12458881578947369,-0.029029605263157884,0.019243421052631576,0.011348684210526316,-0.00789473684210526
65,"(0,.25]",7.969638162458265,14.495557945191486,1.8188476879005855,6.5259197827332205,11151.695712459925,20029.884414998676,1.7961290310870879,0.9979671328126063,0.997969353978953,0.2022390253462242,0.18042853409981707,-0.021810491246407132,0.3683164031878756,0.35223412594721715,-0.01608227724065847,0.11464593676509015,0.09751028873791481,-0.017135648027175335
65,0,4.160046637137585,10.373464378101918,2.493593289434759,6.213417740964333,6089.625240104468,15158.764632120898,2.4892770957874,0.9979596390025691,0.9979617620676225,0.09377559377559377,0.06953828828828829,-0.02423730548730549,0.3164158476658476,0.26161957411957415,-0.05479627354627348,0.05331183456183456,0.03908169533169534,-0.014230139230139223
70,"(.25,.5]",10.444669200997515,10.764793380703903,1.0306495278640146,0.3201241797063883,13307.17125300464,14449.870006994135,1.0858708986503411,0.998065711119595,0.9980782730082063,0.23191718703538505,0.19104965804341362,-0.040867528991971436,0.31801962533452277,0.2980876449598573,-0.01993198037466548,0.08851843592030925,0.06259292298542968,-0.025925512934879574
70,"(.5,.75]",8.71974855202988,5.172402655841275,0.5931825470629178,-3.547345896188606,10385.784502925388,6373.2722988057685,0.6136534314774772,0.9980756770222823,0.9981013095209246,0.21783685064935066,0.17904829545454545,-0.0387885551948052,0.2622362012987013,0.23922483766233765,-0.023011363636363635,0.04002637987012987,0.019155844155844155,-0.020870535714285716
70,"(.75,1)",7.232566751147571,3.581578999885211,0.49520165151838136,-3.65098775126236,8253.087739925006,4475.566056896385,0.5422898917268816,0.9981233849371653,0.9980459453492133,0.1296875,0.1027138157894737,-0.026973684210526316,0.146875,0.1278782894736842,-0.018996710526315796,0.016036184210526314,0.008223684210526315,-0.007812499999999998
70,"(0,.25]",8.586713349067505,15.405800967941342,1.7941440853635078,6.819087618873837,11824.842898040595,21130.52834181227,1.7869605984628896,0.9979833271609031,0.9979805617212265,0.1733938136921871,0.16188839169061928,-0.011505422001567817,0.3486983929971257,0.3396508361640972,-0.009047556833028492,0.09012444473477921,0.08644172981447609,-0.003682714920303115
70,0,4.424741091235655,10.968058979140258,2.4788024322745885,6.543317887904603,6514.262076825431,16106.743689226934,2.4725354152586028,0.9979617609609834,0.9979598177372289,0.0691031941031941,0.069000819000819,-0.00010237510237509628,0.31367731367731366,0.2823761261261261,-0.03130118755118755,0.03222256347256347,0.02613124488124488,-0.00609131859131859
75,"(.25,.5]",11.148920604270678,11.345227520968272,1.0176077060430762,0.19630691669759415,14206.164195066336,15143.754146898267,1.0659988114284606,0.9980661625222325,0.9980791633976163,0.21720747844186739,0.18110689860243828,-0.0361005798394291,0.3100003716919417,0.26985764198632173,-0.040142729705619995,0.10013380909901873,0.054917484388938446,-0.04521632471008028
75,"(.5,.75]",9.42296680480774,5.710389673304683,0.6060076185762595,-3.712577131503056,11246.544752855425,6976.881821636094,0.6203578054375064,0.998080681133843,0.9981070216790172,0.21110998376623377,0.20770089285714288,-0.0034090909090908894,0.2628754058441558,0.24537337662337663,-0.017502029220779175,0.05461647727272727,0.03210227272727273,-0.02251420454545454
75,"(.75,1)",7.5021444315973085,3.7394737404526066,0.4984539786654603,-3.762670691144702,8485.180371767101,4620.399756234485,0.5445258148675339,0.9981248491172926,0.9980475734404464,0.1379111842105263,0.1171875,-0.02072368421052631,0.15682565789473685,0.14547697368421053,-0.011348684210526316,0.03536184210526316,0.009868421052631578,-0.02549342105263158
75,"(0,.25]",9.048281689662401,16.138228457529117,1.7835683073358481,7.089946767866715,12425.496610207621,22154.032453837826,1.7829494585864805,0.9979892854540509,0.9979820137408901,0.1750269466945388,0.15426982623464855,-0.020757120459890255,0.3740568656911419,0.3273329304938594,-0.04672393519728246,0.09929040371047818,0.07282956623987458,-0.0264608374706036
75,0,5.042076590837855,12.04668307504529,2.3892304803413276,7.004606484207436,7385.505114436648,17423.925934366867,2.3592057231546484,0.9979632006420998,0.9979566927828637,0.08458742833742834,0.06615990990990991,-0.018427518427518427,0.33156736281736277,0.2789209664209664,-0.052646396396396344,0.03570331695331695,0.022113022113022112,-0.01359029484029484
80,"(.25,.5]",11.283722574509948,11.468034539557827,1.0163343226342911,0.18431196504787906,14338.102365556304,15253.157723069875,1.0638198371153886,0.9980700037237487,0.9980799646398727,0.2050438596491228,0.2054434284864704,0.00039956883734759696,0.31440492120130836,0.3023435176925364,-0.01206140350877194,0.06204467737139459,0.08142841213202498,0.01938373476063039
