snapshot_pct,direction,bin,n_questions,n_questions_A,n_questions_B,delta_R,delta_T,delta_C
85,symmetric,0,,33,37,0.041078009828009826,0.2805845618345618,0.004197379197379197
85,symmetric,"(0,.25]",,89,86,0.15710331199372876,0.3446400574862817,0.08028890122811602
85,symmetric,"(.25,.5]",,57,59,0.19678300624442463,0.29390611061552185,0.0645628902765388
85,symmetric,"(.5,.75]",,56,55,0.19147727272727272,0.24833603896103895,0.03720576298701299
85,symmetric,"(.75,1)",,20,19,0.11036184210526315,0.13733552631578946,0.02088815789473684
90,symmetric,0,,33,37,0.05423321048321048,0.2573710073710074,0.014306920556920557
90,symmetric,"(0,.25]",,89,86,0.19296282989286648,0.34689378102952706,0.11180020250849229
90,symmetric,"(.25,.5]",,57,59,0.19406036277133512,0.2758325899494499,0.07163432946773714
90,symmetric,"(.5,.75]",,56,55,0.1807021103896104,0.23972199675324676,0.020332792207792206
90,symmetric,"(.75,1)",,20,19,0.12006578947368421,0.14226973684210525,0.014309210526315789
95,symmetric,0,,33,37,0.05436117936117936,0.2853194103194103,0.018325143325143324
95,symmetric,"(0,.25]",,89,86,0.16355827018552394,0.34535455317481056,0.08883835249542722
95,symmetric,"(.25,.5]",,57,59,0.17318056794528694,0.2786481564079691,0.05281742491822777
95,symmetric,"(.5,.75]",,56,55,0.18918425324675325,0.2414772727272727,0.028814935064935064
95,symmetric,"(.75,1)",,20,19,0.10764802631578947,0.12154605263157894,0.009703947368421052
100,symmetric,0,,33,37,0.050035831285831285,0.29397010647010646,0.005041973791973792
100,symmetric,"(0,.25]",,89,86,0.17955480794355894,0.3393609550561798,0.09555869480010452
100,symmetric,"(.25,.5]",,57,59,0.20370576865893547,0.3079560660124888,0.06770368718406185
100,symmetric,"(.5,.75]",,56,55,0.19988839285714288,0.25105519480519484,0.04342532467532467
100,symmetric,"(.75,1)",,20,19,0.10904605263157895,0.1361019736842105,0.016036184210526314
