snapshot_pct,direction,dataset_index,bin,bin_p0,baseline_R,snapshot_R,delta_R,baseline_T,snapshot_T,delta_T,baseline_C,snapshot_C,delta_C
25,B-bin/A-base,42,"(0,.25]",0.0625,0.0,0.1875,0.1875,0.125,0.25,0.125,0.125,0.3125,0.1875
25,A-bin/B-base,43,0,0.0,0.0625,0.3125,0.25,0.375,0.625,0.25,0.3125,0.375,0.0625
25,B-bin/A-base,43,"(0,.25]",0.0625,0.0,0.3125,0.3125,0.375,0.625,0.25,0.0625,0.375,0.3125
25,A-bin/B-base,44,"(.5,.75]",0.625,0.75,0.625,-0.125,0.875,0.6875,-0.1875,0.75,0.75,0.0
25,B-bin/A-base,44,"(.5,.75]",0.75,0.625,0.625,0.0,0.6875,0.6875,0.0,0.8125,0.75,-0.0625
25,A-bin/B-base,45,"(.5,.75]",0.625,0.5,0.3125,-0.1875,0.5625,0.6875,0.125,0.75,0.3125,-0.4375
25,B-bin/A-base,45,"(.25,.5]",0.5,0.625,0.3125,-0.3125,0.625,0.6875,0.0625,0.8125,0.3125,-0.5
25,A-bin/B-base,46,"(.25,.5]",0.5,0.375,0.3125,-0.0625,0.625,0.6875,0.0625,0.625,0.4375,-0.1875
25,B-bin/A-base,46,"(.25,.5]",0.375,0.5,0.3125,-0.1875,0.6875,0.6875,0.0,0.75,0.4375,-0.3125
25,A-bin/B-base,47,"(.25,.5]",0.5,0.75,0.75,0.0,0.75,0.75,0.0,0.9375,1.0,0.0625
25,B-bin/A-base,47,"(.5,.75]",0.75,0.5,0.75,0.25,0.5,0.75,0.25,0.75,1.0,0.25
25,A-bin/B-base,48,"(.5,.75]",0.6875,0.6875,0.9375,0.25,0.6875,0.9375,0.25,1.0,1.0,0.0
25,B-bin/A-base,48,"(.5,.75]",0.6875,0.6875,0.9375,0.25,0.6875,0.9375,0.25,0.9375,1.0,0.0625
25,A-bin/B-base,49,"(.5,.75]",0.6875,0.875,0.75,-0.125,0.875,0.75,-0.125,0.875,1.0,0.125
25,B-bin/A-base,49,"(.75,1)",0.875,0.6875,0.75,0.0625,0.75,0.75,0.0,0.8125,1.0,0.1875
25,A-bin/B-base,50,0,0.0,0.0,0.0,0.0,0.0625,0.3125,0.25,0.0,0.0,0.0
25,B-bin/A-base,50,0,0.0,0.0,0.0,0.0,0.375,0.3125,-0.0625,0.0,0.0,0.0
25,A-bin/B-base,51,"(.5,.75]",0.625,0.5,0.6875,0.1875,0.5,0.6875,0.1875,0.6875,0.875,0.1875
25,B-bin/A-base,51,"(.25,.5]",0.5,0.625,0.6875,0.0625,0.625,0.6875,0.0625,0.6875,0.875,0.1875
25,A-bin/B-base,52,"(.5,.75]",0.6875,0.5,0.75,0.25,0.5625,0.9375,0.375,0.625,0.75,0.125
25,B-bin/A-base,52,"(.25,.5]",0.5,0.6875,0.75,0.0625,0.75,0.9375,0.1875,0.75,0.75,0.0
25,A-bin/B-base,53,"(.5,.75]",0.75,0.75,0.8125,0.0625,0.75,0.875,0.125,1.0,0.875,-0.125
25,B-bin/A-base,53,"(.5,.75]",0.75,0.75,0.8125,0.0625,0.8125,0.875,0.0625,0.9375,0.875,-0.0625
25,A-bin/B-base,54,"(0,.25]",0.1875,0.1875,0.1875,0.0,0.375,0.5625,0.1875,0.1875,0.25,0.0625
25,B-bin/A-base,54,"(0,.25]",0.1875,0.1875,0.1875,0.0,0.5625,0.5625,0.0,0.3125,0.25,-0.0625
25,A-bin/B-base,55,"(.5,.75]",0.75,0.8125,0.75,-0.0625,0.875,0.875,0.0,0.875,0.8125,-0.0625
25,B-bin/A-base,55,"(.75,1)",0.8125,0.75,0.75,0.0,0.9375,0.875,-0.0625,0.8125,0.8125,0.0
25,A-bin/B-base,56,"(.5,.75]",0.6875,0.6875,0.75,0.0625,0.6875,0.8125,0.125,0.9375,0.875,-0.0625
25,B-bin/A-base,56,"(.5,.75]",0.6875,0.6875,0.75,0.0625,0.75,0.8125,0.0625,0.875,0.875,0.0
25,A-bin/B-base,57,"(0,.25]",0.1875,0.3125,0.4375,0.125,0.4375,0.5,0.0625,0.4375,0.5,0.0625
25,B-bin/A-base,57,"(.25,.5]",0.3125,0.1875,0.4375,0.25,0.375,0.5,0.125,0.375,0.5,0.125
25,A-bin/B-base,58,"(.25,.5]",0.375,0.5625,0.5,-0.0625,0.625,0.6875,0.0625,0.6875,0.625,-0.0625
25,B-bin/A-base,58,"(.5,.75]",0.5625,0.375,0.5,0.125,0.5625,0.6875,0.125,0.625,0.625,0.0
25,A-bin/B-base,59,"(.25,.5]",0.3125,0.3125,0.4375,0.125,0.5,0.875,0.375,0.4375,0.4375,0.0
25,B-bin/A-base,59,"(.25,.5]",0.3125,0.3125,0.4375,0.125,0.5625,0.875,0.3125,0.375,0.4375,0.0625
25,A-bin/B-base,60,"(0,.25]",0.25,0.125,0.1875,0.0625,0.25,0.5625,0.3125,0.1875,0.25,0.0625
25,B-bin/A-base,60,"(0,.25]",0.125,0.25,0.1875,-0.0625,0.375,0.5625,0.1875,0.3125,0.25,-0.0625
25,A-bin/B-base,61,"(.25,.5]",0.5,0.125,0.3125,0.1875,0.25,0.6875,0.4375,0.4375,0.375,-0.0625
25,B-bin/A-base,61,"(0,.25]",0.125,0.5,0.3125,-0.1875,0.625,0.6875,0.0625,0.625,0.375,-0.25
25,A-bin/B-base,62,"(.25,.5]",0.375,0.4375,0.5,0.0625,0.5625,0.5625,0.0,0.5625,0.5625,0.0
25,B-bin/A-base,62,"(.25,.5]",0.4375,0.375,0.5,0.125,0.5,0.5625,0.0625,0.4375,0.5625,0.125
25,A-bin/B-base,63,0,0.0,0.0,0.0,0.0,0.125,0.5,0.375,0.0,0.0,0.0
25,B-bin/A-base,63,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
25,A-bin/B-base,64,"(.25,.5]",0.4375,0.5,0.8125,0.3125,0.5,0.875,0.375,0.6875,0.8125,0.125
25,B-bin/A-base,64,"(.25,.5]",0.5,0.4375,0.8125,0.375,0.5,0.875,0.375,0.6875,0.8125,0.125
25,A-bin/B-base,65,"(.25,.5]",0.4375,0.375,0.6875,0.3125,0.5,0.9375,0.4375,0.6875,0.6875,0.0
25,B-bin/A-base,65,"(.25,.5]",0.375,0.4375,0.6875,0.25,0.625,0.9375,0.3125,0.5625,0.6875,0.125
25,A-bin/B-base,66,"(0,.25]",0.125,0.0,0.4375,0.4375,0.125,0.75,0.625,0.25,0.5625,0.3125
25,B-bin/A-base,66,0,0.0,0.125,0.4375,0.3125,0.125,0.75,0.625,0.3125,0.5625,0.25
25,A-bin/B-base,67,"(0,.25]",0.1875,0.0625,0.0,-0.0625,0.0625,0.125,0.0625,0.1875,0.25,0.0625
25,B-bin/A-base,67,"(0,.25]",0.0625,0.1875,0.0,-0.1875,0.3125,0.125,-0.1875,0.1875,0.25,0.0625
25,A-bin/B-base,68,"(.25,.5]",0.4375,0.25,0.3125,0.0625,0.25,0.4375,0.1875,0.3125,0.5625,0.25
25,B-bin/A-base,68,"(0,.25]",0.25,0.4375,0.3125,-0.125,0.4375,0.4375,0.0,0.625,0.5625,-0.0625
25,A-bin/B-base,69,"(.5,.75]",0.625,0.5625,0.75,0.1875,0.625,0.8125,0.1875,0.6875,0.875,0.1875
25,B-bin/A-base,69,"(.5,.75]",0.5625,0.625,0.75,0.125,0.6875,0.8125,0.125,0.75,0.875,0.125
25,A-bin/B-base,70,"(.5,.75]",0.75,0.9375,0.9375,0.0,0.9375,0.9375,0.0,1.0,1.0,0.0
25,B-bin/A-base,70,"(.75,1)",0.9375,0.75,0.9375,0.1875,0.8125,0.9375,0.125,0.875,1.0,0.125
25,A-bin/B-base,71,"(.5,.75]",0.75,0.75,0.9375,0.1875,0.9375,1.0,0.0625,0.8125,0.9375,0.125
25,B-bin/A-base,71,"(.5,.75]",0.75,0.75,0.9375,0.1875,0.875,1.0,0.125,0.875,0.9375,0.0625
25,A-bin/B-base,72,"(0,.25]",0.25,0.25,0.4375,0.1875,0.5625,0.6875,0.125,0.375,0.4375,0.0625
25,B-bin/A-base,72,"(0,.25]",0.25,0.25,0.4375,0.1875,0.5,0.6875,0.1875,0.3125,0.4375,0.125
25,A-bin/B-base,73,"(.25,.5]",0.5,0.8125,0.75,-0.0625,0.8125,0.8125,0.0,1.0,0.75,-0.25
25,B-bin/A-base,73,"(.75,1)",0.8125,0.5,0.75,0.25,0.625,0.8125,0.1875,0.75,0.75,0.0
25,A-bin/B-base,74,"(.25,.5]",0.4375,0.6875,0.75,0.0625,0.75,0.8125,0.0625,0.875,0.875,0.0
25,B-bin/A-base,74,"(.5,.75]",0.6875,0.4375,0.75,0.3125,0.5625,0.8125,0.25,0.5625,0.875,0.3125
25,A-bin/B-base,75,"(.25,.5]",0.5,0.3125,0.625,0.3125,0.3125,0.625,0.3125,0.625,0.9375,0.3125
25,B-bin/A-base,75,"(.25,.5]",0.3125,0.5,0.625,0.125,0.5625,0.625,0.0625,0.9375,0.9375,0.0
25,A-bin/B-base,76,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.3125,0.4375,0.125,0.3125,0.375,0.0625
25,B-bin/A-base,76,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.3125,0.4375,0.125,0.3125,0.375,0.0625
25,A-bin/B-base,77,"(0,.25]",0.1875,0.5,0.6875,0.1875,0.5625,0.8125,0.25,0.75,0.75,0.0
25,B-bin/A-base,77,"(.25,.5]",0.5,0.1875,0.6875,0.5,0.3125,0.8125,0.5,0.5,0.75,0.25
25,A-bin/B-base,78,"(0,.25]",0.1875,0.125,0.4375,0.3125,0.625,0.75,0.125,0.1875,0.5,0.3125
25,B-bin/A-base,78,"(0,.25]",0.125,0.1875,0.4375,0.25,0.5625,0.75,0.1875,0.25,0.5,0.25
25,A-bin/B-base,79,"(.75,1)",0.9375,0.75,0.8125,0.0625,0.8125,0.875,0.0625,0.9375,0.9375,0.0
25,B-bin/A-base,79,"(.5,.75]",0.75,0.9375,0.8125,-0.125,0.9375,0.875,-0.0625,0.9375,0.9375,0.0
25,A-bin/B-base,80,"(0,.25]",0.0625,0.1875,0.5,0.3125,0.1875,0.6875,0.5,0.5,0.5625,0.0625
25,B-bin/A-base,80,"(0,.25]",0.1875,0.0625,0.5,0.4375,0.25,0.6875,0.4375,0.375,0.5625,0.1875
25,A-bin/B-base,81,"(0,.25]",0.25,0.0625,0.25,0.1875,0.4375,0.75,0.3125,0.0625,0.25,0.1875
25,B-bin/A-base,81,"(0,.25]",0.0625,0.25,0.25,0.0,0.3125,0.75,0.4375,0.375,0.25,-0.125
25,A-bin/B-base,82,"(.25,.5]",0.375,0.375,0.625,0.25,0.4375,0.8125,0.375,0.5,0.75,0.25
25,B-bin/A-base,82,"(.25,.5]",0.375,0.375,0.625,0.25,0.5625,0.8125,0.25,0.375,0.75,0.375
25,A-bin/B-base,83,"(.25,.5]",0.375,0.375,0.5625,0.1875,0.4375,0.5625,0.125,0.5625,0.6875,0.125
25,B-bin/A-base,83,"(.25,.5]",0.375,0.375,0.5625,0.1875,0.4375,0.5625,0.125,0.6875,0.6875,0.0
25,A-bin/B-base,84,"(.25,.5]",0.3125,0.125,0.5,0.375,0.3125,0.625,0.3125,0.375,0.625,0.25
25,B-bin/A-base,84,"(0,.25]",0.125,0.3125,0.5,0.1875,0.3125,0.625,0.3125,0.5625,0.625,0.0625
25,A-bin/B-base,85,"(.25,.5]",0.3125,0.4375,0.5625,0.125,0.5625,0.6875,0.125,0.625,0.6875,0.0625
25,B-bin/A-base,85,"(.25,.5]",0.4375,0.3125,0.5625,0.25,0.375,0.6875,0.3125,0.5,0.6875,0.1875
25,A-bin/B-base,86,"(.25,.5]",0.5,0.625,0.875,0.25,0.625,0.875,0.25,0.8125,0.9375,0.125
25,B-bin/A-base,86,"(.5,.75]",0.625,0.5,0.875,0.375,0.625,0.875,0.25,0.8125,0.9375,0.125
25,A-bin/B-base,87,"(0,.25]",0.25,0.25,0.25,0.0,0.5625,0.5,-0.0625,0.375,0.375,0.0
25,B-bin/A-base,87,"(0,.25]",0.25,0.25,0.25,0.0,0.375,0.5,0.125,0.6875,0.375,-0.3125
25,A-bin/B-base,88,"(.25,.5]",0.4375,0.5,0.375,-0.125,0.6875,0.875,0.1875,0.5625,0.375,-0.1875
25,B-bin/A-base,88,"(.25,.5]",0.5,0.4375,0.375,-0.0625,0.5625,0.875,0.3125,0.5625,0.375,-0.1875
25,A-bin/B-base,89,"(0,.25]",0.125,0.1875,0.0625,-0.125,0.375,0.375,0.0,0.3125,0.1875,-0.125
25,B-bin/A-base,89,"(0,.25]",0.1875,0.125,0.0625,-0.0625,0.1875,0.375,0.1875,0.3125,0.1875,-0.125
25,A-bin/B-base,90,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.25,0.6875,0.4375,0.1875,0.25,0.0625
25,B-bin/A-base,90,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.3125,0.6875,0.375,0.125,0.25,0.125
25,A-bin/B-base,91,"(0,.25]",0.125,0.125,0.1875,0.0625,0.125,0.4375,0.3125,0.375,0.6875,0.3125
25,B-bin/A-base,91,"(0,.25]",0.125,0.125,0.1875,0.0625,0.125,0.4375,0.3125,0.6875,0.6875,0.0
25,A-bin/B-base,92,"(0,.25]",0.125,0.3125,0.4375,0.125,0.5625,0.6875,0.125,0.4375,0.5,0.0625
25,B-bin/A-base,92,"(.25,.5]",0.3125,0.125,0.4375,0.3125,0.3125,0.6875,0.375,0.1875,0.5,0.3125
25,A-bin/B-base,93,"(.5,.75]",0.75,0.375,0.75,0.375,0.4375,0.75,0.3125,0.75,0.875,0.125
25,B-bin/A-base,93,"(.25,.5]",0.375,0.75,0.75,0.0,0.75,0.75,0.0,1.0,0.875,-0.125
25,A-bin/B-base,94,"(.5,.75]",0.5625,0.5625,0.8125,0.25,0.5625,0.8125,0.25,0.9375,0.9375,0.0
25,B-bin/A-base,94,"(.5,.75]",0.5625,0.5625,0.8125,0.25,0.5625,0.8125,0.25,0.875,0.9375,0.0625
25,A-bin/B-base,95,"(0,.25]",0.125,0.0,0.0,0.0,0.3125,0.4375,0.125,0.0,0.0,0.0
25,B-bin/A-base,95,0,0.0,0.125,0.0,-0.125,0.25,0.4375,0.1875,0.125,0.0,-0.125
25,A-bin/B-base,96,"(.75,1)",0.8125,0.6875,0.8125,0.125,0.6875,0.9375,0.25,0.75,0.8125,0.0625
25,B-bin/A-base,96,"(.5,.75]",0.6875,0.8125,0.8125,0.0,0.8125,0.9375,0.125,0.875,0.8125,-0.0625
25,A-bin/B-base,97,0,0.0,0.0,0.0625,0.0625,0.1875,0.1875,0.0,0.0,0.0625,0.0625
25,B-bin/A-base,97,0,0.0,0.0,0.0625,0.0625,0.25,0.1875,-0.0625,0.0,0.0625,0.0625
25,A-bin/B-base,98,"(.25,.5]",0.3125,0.375,0.5625,0.1875,0.6875,0.6875,0.0,0.375,0.625,0.25
25,B-bin/A-base,98,"(.25,.5]",0.375,0.3125,0.5625,0.25,0.5,0.6875,0.1875,0.375,0.625,0.25
25,A-bin/B-base,99,0,0.0,0.0,0.125,0.125,0.125,0.25,0.125,0.0625,0.125,0.0625
25,B-bin/A-base,99,0,0.0,0.0,0.125,0.125,0.0,0.25,0.25,0.0625,0.125,0.0625
25,A-bin/B-base,100,"(.25,.5]",0.375,0.25,0.4375,0.1875,0.375,0.4375,0.0625,0.4375,0.6875,0.25
25,B-bin/A-base,100,"(0,.25]",0.25,0.375,0.4375,0.0625,0.4375,0.4375,0.0,0.75,0.6875,-0.0625
25,A-bin/B-base,101,"(0,.25]",0.25,0.3125,0.6875,0.375,0.5,0.9375,0.4375,0.625,0.75,0.125
25,B-bin/A-base,101,"(.25,.5]",0.3125,0.25,0.6875,0.4375,0.5,0.9375,0.4375,0.5,0.75,0.25
25,A-bin/B-base,102,"(0,.25]",0.1875,0.375,0.3125,-0.0625,0.5625,0.5,-0.0625,0.5625,0.4375,-0.125
25,B-bin/A-base,102,"(.25,.5]",0.375,0.1875,0.3125,0.125,0.1875,0.5,0.3125,0.4375,0.4375,0.0
25,A-bin/B-base,103,0,0.0,0.0,0.125,0.125,0.0,0.3125,0.3125,0.0625,0.125,0.0625
25,B-bin/A-base,103,0,0.0,0.0,0.125,0.125,0.125,0.3125,0.1875,0.0,0.125,0.125
25,A-bin/B-base,104,"(.5,.75]",0.75,0.4375,0.8125,0.375,0.4375,0.8125,0.375,0.875,1.0,0.125
25,B-bin/A-base,104,"(.25,.5]",0.4375,0.75,0.8125,0.0625,0.8125,0.8125,0.0,0.8125,1.0,0.1875
25,A-bin/B-base,105,"(.5,.75]",0.5625,0.5625,0.5625,0.0,0.6875,0.6875,0.0,0.75,0.6875,-0.0625
25,B-bin/A-base,105,"(.5,.75]",0.5625,0.5625,0.5625,0.0,0.6875,0.6875,0.0,0.75,0.6875,-0.0625
25,A-bin/B-base,106,"(.5,.75]",0.75,0.8125,0.875,0.0625,0.875,1.0,0.125,0.875,0.875,0.0
25,B-bin/A-base,106,"(.75,1)",0.8125,0.75,0.875,0.125,0.75,1.0,0.25,1.0,0.875,-0.125
25,A-bin/B-base,107,"(0,.25]",0.125,0.125,0.0,-0.125,0.4375,0.625,0.1875,0.25,0.125,-0.125
25,B-bin/A-base,107,"(0,.25]",0.125,0.125,0.0,-0.125,0.1875,0.625,0.4375,0.375,0.125,-0.25
25,A-bin/B-base,108,"(.25,.5]",0.3125,0.1875,0.4375,0.25,0.375,0.625,0.25,0.375,0.5,0.125
25,B-bin/A-base,108,"(0,.25]",0.1875,0.3125,0.4375,0.125,0.5625,0.625,0.0625,0.5,0.5,0.0
25,A-bin/B-base,109,"(.25,.5]",0.5,0.625,0.5,-0.125,0.6875,0.625,-0.0625,0.8125,0.5,-0.3125
25,B-bin/A-base,109,"(.5,.75]",0.625,0.5,0.5,0.0,0.5,0.625,0.125,0.8125,0.5,-0.3125
25,A-bin/B-base,110,"(.5,.75]",0.5625,0.4375,0.6875,0.25,0.5625,0.8125,0.25,0.8125,0.8125,0.0
25,B-bin/A-base,110,"(.25,.5]",0.4375,0.5625,0.6875,0.125,0.625,0.8125,0.1875,0.75,0.8125,0.0625
25,A-bin/B-base,111,"(.75,1)",0.8125,0.625,0.9375,0.3125,0.625,0.9375,0.3125,0.875,1.0,0.125
25,B-bin/A-base,111,"(.5,.75]",0.625,0.8125,0.9375,0.125,0.8125,0.9375,0.125,0.875,1.0,0.125
25,A-bin/B-base,112,"(.25,.5]",0.5,0.625,0.8125,0.1875,0.8125,0.875,0.0625,0.75,0.8125,0.0625
25,B-bin/A-base,112,"(.5,.75]",0.625,0.5,0.8125,0.3125,0.6875,0.875,0.1875,0.625,0.8125,0.1875
25,A-bin/B-base,113,"(.5,.75]",0.5625,0.75,0.375,-0.375,0.8125,0.6875,-0.125,0.9375,0.4375,-0.5
25,B-bin/A-base,113,"(.5,.75]",0.75,0.5625,0.375,-0.1875,0.6875,0.6875,0.0,0.625,0.4375,-0.1875
25,A-bin/B-base,114,"(.75,1)",0.8125,0.8125,1.0,0.1875,0.8125,1.0,0.1875,0.9375,1.0,0.0625
25,B-bin/A-base,114,"(.75,1)",0.8125,0.8125,1.0,0.1875,0.875,1.0,0.125,0.9375,1.0,0.0625
25,A-bin/B-base,115,"(.25,.5]",0.5,0.25,0.4375,0.1875,0.3125,0.5625,0.25,0.5,0.5,0.0
25,B-bin/A-base,115,"(0,.25]",0.25,0.5,0.4375,-0.0625,0.625,0.5625,-0.0625,0.6875,0.5,-0.1875
25,A-bin/B-base,116,0,0.0,0.0,0.125,0.125,0.0625,0.4375,0.375,0.0625,0.1875,0.125
25,B-bin/A-base,116,0,0.0,0.0,0.125,0.125,0.25,0.4375,0.1875,0.0,0.1875,0.1875
25,A-bin/B-base,117,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,-0.0625
25,B-bin/A-base,117,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,-0.0625
25,A-bin/B-base,118,"(0,.25]",0.0625,0.0,0.125,0.125,0.375,0.75,0.375,0.125,0.1875,0.0625
25,B-bin/A-base,118,0,0.0,0.0625,0.125,0.0625,0.6875,0.75,0.0625,0.0625,0.1875,0.125
25,A-bin/B-base,119,"(.25,.5]",0.375,0.25,0.625,0.375,0.3125,0.75,0.4375,0.625,0.8125,0.1875
25,B-bin/A-base,119,"(0,.25]",0.25,0.375,0.625,0.25,0.4375,0.75,0.3125,0.875,0.8125,-0.0625
25,A-bin/B-base,120,"(.25,.5]",0.375,0.25,0.5625,0.3125,0.375,0.75,0.375,0.4375,0.75,0.3125
25,B-bin/A-base,120,"(0,.25]",0.25,0.375,0.5625,0.1875,0.625,0.75,0.125,0.5,0.75,0.25
25,A-bin/B-base,121,0,0.0,0.0625,0.0,-0.0625,0.125,0.1875,0.0625,0.3125,0.0,-0.3125
25,B-bin/A-base,121,"(0,.25]",0.0625,0.0,0.0,0.0,0.125,0.1875,0.0625,0.0,0.0,0.0
25,A-bin/B-base,122,"(0,.25]",0.0625,0.125,0.25,0.125,0.1875,0.4375,0.25,0.25,0.25,0.0
25,B-bin/A-base,122,"(0,.25]",0.125,0.0625,0.25,0.1875,0.125,0.4375,0.3125,0.1875,0.25,0.0625
25,A-bin/B-base,123,"(0,.25]",0.1875,0.125,0.4375,0.3125,0.25,0.5625,0.3125,0.4375,0.75,0.3125
25,B-bin/A-base,123,"(0,.25]",0.125,0.1875,0.4375,0.25,0.1875,0.5625,0.375,0.4375,0.75,0.3125
25,A-bin/B-base,124,"(.25,.5]",0.3125,0.4375,0.5,0.0625,0.4375,0.625,0.1875,0.5625,0.5,-0.0625
25,B-bin/A-base,124,"(.25,.5]",0.4375,0.3125,0.5,0.1875,0.375,0.625,0.25,0.4375,0.5,0.0625
25,A-bin/B-base,125,"(.5,.75]",0.5625,0.8125,0.6875,-0.125,0.8125,0.875,0.0625,0.9375,0.8125,-0.125
25,B-bin/A-base,125,"(.75,1)",0.8125,0.5625,0.6875,0.125,0.6875,0.875,0.1875,0.75,0.8125,0.0625
25,A-bin/B-base,126,"(.75,1)",0.8125,0.75,0.875,0.125,0.75,0.9375,0.1875,1.0,0.9375,-0.0625
25,B-bin/A-base,126,"(.5,.75]",0.75,0.8125,0.875,0.0625,0.8125,0.9375,0.125,0.9375,0.9375,0.0
25,A-bin/B-base,127,"(.5,.75]",0.5625,0.5,0.8125,0.3125,0.5625,0.875,0.3125,0.6875,0.875,0.1875
25,B-bin/A-base,127,"(.25,.5]",0.5,0.5625,0.8125,0.25,0.5625,0.875,0.3125,0.8125,0.875,0.0625
25,A-bin/B-base,128,"(0,.25]",0.125,0.1875,0.25,0.0625,0.375,0.625,0.25,0.4375,0.3125,-0.125
25,B-bin/A-base,128,"(0,.25]",0.1875,0.125,0.25,0.125,0.1875,0.625,0.4375,0.375,0.3125,-0.0625
25,A-bin/B-base,129,0,0.0,0.0625,0.0,-0.0625,0.25,0.5,0.25,0.0625,0.0,-0.0625
25,B-bin/A-base,129,"(0,.25]",0.0625,0.0,0.0,0.0,0.0625,0.5,0.4375,0.0,0.0,0.0
25,A-bin/B-base,130,"(.75,1)",0.9375,0.8125,0.875,0.0625,0.8125,0.9375,0.125,0.9375,0.875,-0.0625
25,B-bin/A-base,130,"(.75,1)",0.8125,0.9375,0.875,-0.0625,0.9375,0.9375,0.0,1.0,0.875,-0.125
25,A-bin/B-base,131,"(0,.25]",0.125,0.1875,0.3125,0.125,0.1875,0.5625,0.375,0.1875,0.4375,0.25
25,B-bin/A-base,131,"(0,.25]",0.1875,0.125,0.3125,0.1875,0.1875,0.5625,0.375,0.125,0.4375,0.3125
25,A-bin/B-base,132,"(.5,.75]",0.75,0.4375,0.75,0.3125,0.5625,0.875,0.3125,0.6875,0.75,0.0625
25,B-bin/A-base,132,"(.25,.5]",0.4375,0.75,0.75,0.0,0.75,0.875,0.125,0.75,0.75,0.0
25,A-bin/B-base,133,"(.25,.5]",0.4375,0.375,0.6875,0.3125,0.375,0.75,0.375,0.75,0.875,0.125
25,B-bin/A-base,133,"(.25,.5]",0.375,0.4375,0.6875,0.25,0.5,0.75,0.25,0.6875,0.875,0.1875
25,A-bin/B-base,134,"(0,.25]",0.0625,0.0,0.0625,0.0625,0.4375,0.5625,0.125,0.0625,0.0625,0.0
25,B-bin/A-base,134,0,0.0,0.0625,0.0625,0.0,0.4375,0.5625,0.125,0.0625,0.0625,0.0
25,A-bin/B-base,135,"(.5,.75]",0.6875,0.75,0.75,0.0,0.75,0.8125,0.0625,0.875,0.8125,-0.0625
25,B-bin/A-base,135,"(.5,.75]",0.75,0.6875,0.75,0.0625,0.75,0.8125,0.0625,0.75,0.8125,0.0625
25,A-bin/B-base,136,"(0,.25]",0.25,0.125,0.625,0.5,0.1875,0.6875,0.5,0.5625,0.75,0.1875
25,B-bin/A-base,136,"(0,.25]",0.125,0.25,0.625,0.375,0.25,0.6875,0.4375,0.4375,0.75,0.3125
25,A-bin/B-base,137,"(.5,.75]",0.5625,0.3125,0.3125,0.0,0.375,0.4375,0.0625,0.5625,0.5,-0.0625
25,B-bin/A-base,137,"(.25,.5]",0.3125,0.5625,0.3125,-0.25,0.5625,0.4375,-0.125,0.625,0.5,-0.125
25,A-bin/B-base,138,"(0,.25]",0.1875,0.0625,0.25,0.1875,0.0625,0.3125,0.25,0.4375,0.4375,0.0
25,B-bin/A-base,138,"(0,.25]",0.0625,0.1875,0.25,0.0625,0.25,0.3125,0.0625,0.25,0.4375,0.1875
25,A-bin/B-base,139,0,0.0,0.125,0.3125,0.1875,0.1875,0.375,0.1875,0.5625,0.4375,-0.125
25,B-bin/A-base,139,"(0,.25]",0.125,0.0,0.3125,0.3125,0.0,0.375,0.375,0.25,0.4375,0.1875
25,A-bin/B-base,140,"(.25,.5]",0.3125,0.25,0.1875,-0.0625,0.25,0.375,0.125,0.4375,0.3125,-0.125
25,B-bin/A-base,140,"(0,.25]",0.25,0.3125,0.1875,-0.125,0.3125,0.375,0.0625,0.5625,0.3125,-0.25
25,A-bin/B-base,141,"(0,.25]",0.1875,0.3125,0.8125,0.5,0.75,0.8125,0.0625,0.4375,0.875,0.4375
25,B-bin/A-base,141,"(.25,.5]",0.3125,0.1875,0.8125,0.625,0.1875,0.8125,0.625,0.4375,0.875,0.4375
25,A-bin/B-base,142,0,0.0,0.0625,0.125,0.0625,0.125,0.375,0.25,0.1875,0.1875,0.0
25,B-bin/A-base,142,"(0,.25]",0.0625,0.0,0.125,0.125,0.125,0.375,0.25,0.125,0.1875,0.0625
25,A-bin/B-base,143,"(.25,.5]",0.3125,0.4375,0.3125,-0.125,0.5625,0.5,-0.0625,0.5,0.4375,-0.0625
25,B-bin/A-base,143,"(.25,.5]",0.4375,0.3125,0.3125,0.0,0.5,0.5,0.0,0.4375,0.4375,0.0
25,A-bin/B-base,144,"(0,.25]",0.25,0.1875,0.625,0.4375,0.25,0.75,0.5,0.5,0.6875,0.1875
25,B-bin/A-base,144,"(0,.25]",0.1875,0.25,0.625,0.375,0.3125,0.75,0.4375,0.5625,0.6875,0.125
25,A-bin/B-base,145,"(.5,.75]",0.6875,0.375,0.75,0.375,0.5,0.9375,0.4375,0.5625,0.75,0.1875
25,B-bin/A-base,145,"(.25,.5]",0.375,0.6875,0.75,0.0625,0.6875,0.9375,0.25,0.875,0.75,-0.125
25,A-bin/B-base,146,"(0,.25]",0.25,0.0625,0.1875,0.125,0.3125,0.5625,0.25,0.1875,0.25,0.0625
25,B-bin/A-base,146,"(0,.25]",0.0625,0.25,0.1875,-0.0625,0.25,0.5625,0.3125,0.4375,0.25,-0.1875
25,A-bin/B-base,147,"(.75,1)",0.8125,0.6875,1.0,0.3125,0.6875,1.0,0.3125,0.875,1.0,0.125
