snapshot_pct,direction,dataset_index,bin,bin_p0,baseline_R,snapshot_R,delta_R,baseline_T,snapshot_T,delta_T,baseline_C,snapshot_C,delta_C
50,A-bin/B-base,250,0,0.0,0.125,0.25,0.125,0.4375,0.75,0.3125,0.3125,0.3125,0.0
50,B-bin/A-base,250,"(0,.25]",0.125,0.0,0.25,0.25,0.25,0.75,0.5,0.0625,0.3125,0.25
50,A-bin/B-base,251,"(0,.25]",0.1875,0.125,0.0625,-0.0625,0.375,0.5625,0.1875,0.125,0.0625,-0.0625
50,B-bin/A-base,251,"(0,.25]",0.125,0.1875,0.0625,-0.125,0.4375,0.5625,0.125,0.3125,0.0625,-0.25
50,A-bin/B-base,252,"(.5,.75]",0.5625,0.8125,0.75,-0.0625,0.8125,0.8125,0.0,1.0,0.8125,-0.1875
50,B-bin/A-base,252,"(.75,1)",0.8125,0.5625,0.75,0.1875,0.5625,0.8125,0.25,0.8125,0.8125,0.0
50,A-bin/B-base,253,0,0.0,0.125,0.0625,-0.0625,0.125,0.25,0.125,0.4375,0.25,-0.1875
50,B-bin/A-base,253,"(0,.25]",0.125,0.0,0.0625,0.0625,0.0,0.25,0.25,0.125,0.25,0.125
50,A-bin/B-base,254,"(.25,.5]",0.3125,0.25,0.75,0.5,0.3125,0.75,0.4375,0.625,0.9375,0.3125
50,B-bin/A-base,254,"(0,.25]",0.25,0.3125,0.75,0.4375,0.3125,0.75,0.4375,0.5625,0.9375,0.375
50,A-bin/B-base,255,"(.5,.75]",0.625,0.6875,0.875,0.1875,0.75,0.9375,0.1875,0.8125,0.9375,0.125
50,B-bin/A-base,255,"(.5,.75]",0.6875,0.625,0.875,0.25,0.75,0.9375,0.1875,0.8125,0.9375,0.125
55,A-bin/B-base,0,"(.75,1)",0.8125,0.875,1.0,0.125,0.875,1.0,0.125,0.9375,1.0,0.0625
55,B-bin/A-base,0,"(.75,1)",0.875,0.8125,1.0,0.1875,0.8125,1.0,0.1875,0.8125,1.0,0.1875
55,A-bin/B-base,1,"(0,.25]",0.25,0.3125,0.75,0.4375,0.5,1.0,0.5,0.5,0.75,0.25
55,B-bin/A-base,1,"(.25,.5]",0.3125,0.25,0.75,0.5,0.3125,1.0,0.6875,0.4375,0.75,0.3125
55,A-bin/B-base,2,"(0,.25]",0.125,0.4375,0.5,0.0625,0.5625,0.8125,0.25,0.5625,0.625,0.0625
55,B-bin/A-base,2,"(.25,.5]",0.4375,0.125,0.5,0.375,0.1875,0.8125,0.625,0.5,0.625,0.125
55,A-bin/B-base,3,"(.5,.75]",0.5625,0.6875,0.875,0.1875,0.6875,1.0,0.3125,0.875,0.875,0.0
55,B-bin/A-base,3,"(.5,.75]",0.6875,0.5625,0.875,0.3125,0.625,1.0,0.375,0.75,0.875,0.125
55,A-bin/B-base,4,"(0,.25]",0.125,0.375,0.5625,0.1875,0.5,0.875,0.375,0.4375,0.625,0.1875
55,B-bin/A-base,4,"(.25,.5]",0.375,0.125,0.5625,0.4375,0.4375,0.875,0.4375,0.1875,0.625,0.4375
55,A-bin/B-base,5,"(.25,.5]",0.375,0.625,0.75,0.125,0.6875,0.8125,0.125,0.8125,0.75,-0.0625
55,B-bin/A-base,5,"(.5,.75]",0.625,0.375,0.75,0.375,0.4375,0.8125,0.375,0.6875,0.75,0.0625
55,A-bin/B-base,6,"(.5,.75]",0.6875,0.625,0.8125,0.1875,0.625,0.9375,0.3125,0.875,0.875,0.0
55,B-bin/A-base,6,"(.5,.75]",0.625,0.6875,0.8125,0.125,0.75,0.9375,0.1875,0.875,0.875,0.0
55,A-bin/B-base,7,0,0.0,0.0,0.1875,0.1875,0.125,0.4375,0.3125,0.0,0.1875,0.1875
55,B-bin/A-base,7,0,0.0,0.0,0.1875,0.1875,0.0,0.4375,0.4375,0.0,0.1875,0.1875
55,A-bin/B-base,8,"(0,.25]",0.1875,0.125,0.25,0.125,0.3125,0.6875,0.375,0.1875,0.25,0.0625
55,B-bin/A-base,8,"(0,.25]",0.125,0.1875,0.25,0.0625,0.375,0.6875,0.3125,0.3125,0.25,-0.0625
55,A-bin/B-base,9,"(0,.25]",0.1875,0.0,0.125,0.125,0.25,0.8125,0.5625,0.0,0.125,0.125
55,B-bin/A-base,9,0,0.0,0.1875,0.125,-0.0625,0.5,0.8125,0.3125,0.25,0.125,-0.125
55,A-bin/B-base,10,0,0.0,0.0625,0.0625,0.0,0.125,0.0625,-0.0625,0.125,0.0625,-0.0625
55,B-bin/A-base,10,"(0,.25]",0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0
55,A-bin/B-base,11,0,0.0,0.0625,0.125,0.0625,0.0625,0.125,0.0625,0.0625,0.1875,0.125
55,B-bin/A-base,11,"(0,.25]",0.0625,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.1875,0.1875
55,A-bin/B-base,12,"(.25,.5]",0.4375,0.625,0.875,0.25,0.625,0.9375,0.3125,0.8125,0.875,0.0625
55,B-bin/A-base,12,"(.5,.75]",0.625,0.4375,0.875,0.4375,0.4375,0.9375,0.5,0.875,0.875,0.0
55,A-bin/B-base,13,"(0,.25]",0.1875,0.0625,0.25,0.1875,0.25,0.6875,0.4375,0.25,0.3125,0.0625
55,B-bin/A-base,13,"(0,.25]",0.0625,0.1875,0.25,0.0625,0.4375,0.6875,0.25,0.3125,0.3125,0.0
55,A-bin/B-base,14,"(0,.25]",0.25,0.1875,0.6875,0.5,0.375,0.75,0.375,0.5625,0.75,0.1875
55,B-bin/A-base,14,"(0,.25]",0.1875,0.25,0.6875,0.4375,0.3125,0.75,0.4375,0.4375,0.75,0.3125
55,A-bin/B-base,15,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
55,B-bin/A-base,15,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
55,A-bin/B-base,16,"(0,.25]",0.125,0.125,0.1875,0.0625,0.25,0.5625,0.3125,0.1875,0.375,0.1875
55,B-bin/A-base,16,"(0,.25]",0.125,0.125,0.1875,0.0625,0.125,0.5625,0.4375,0.1875,0.375,0.1875
55,A-bin/B-base,17,"(0,.25]",0.125,0.0625,0.25,0.1875,0.1875,0.5,0.3125,0.1875,0.25,0.0625
55,B-bin/A-base,17,"(0,.25]",0.0625,0.125,0.25,0.125,0.375,0.5,0.125,0.1875,0.25,0.0625
55,A-bin/B-base,18,"(0,.25]",0.1875,0.0,0.0625,0.0625,0.1875,0.5625,0.375,0.125,0.125,0.0
55,B-bin/A-base,18,0,0.0,0.1875,0.0625,-0.125,0.25,0.5625,0.3125,0.3125,0.125,-0.1875
55,A-bin/B-base,19,"(0,.25]",0.25,0.1875,0.625,0.4375,0.25,0.875,0.625,0.375,0.6875,0.3125
55,B-bin/A-base,19,"(0,.25]",0.1875,0.25,0.625,0.375,0.375,0.875,0.5,0.5,0.6875,0.1875
55,A-bin/B-base,20,"(.75,1)",0.8125,0.875,0.875,0.0,0.875,0.875,0.0,1.0,1.0,0.0
55,B-bin/A-base,20,"(.75,1)",0.875,0.8125,0.875,0.0625,0.8125,0.875,0.0625,1.0,1.0,0.0
55,A-bin/B-base,21,"(0,.25]",0.125,0.125,0.4375,0.3125,0.125,0.5625,0.4375,0.25,0.4375,0.1875
55,B-bin/A-base,21,"(0,.25]",0.125,0.125,0.4375,0.3125,0.1875,0.5625,0.375,0.125,0.4375,0.3125
55,A-bin/B-base,22,0,0.0,0.0,0.25,0.25,0.25,0.6875,0.4375,0.0625,0.25,0.1875
55,B-bin/A-base,22,0,0.0,0.0,0.25,0.25,0.1875,0.6875,0.5,0.25,0.25,0.0
55,A-bin/B-base,23,"(.5,.75]",0.5625,0.5,0.5625,0.0625,0.5625,0.625,0.0625,0.8125,0.8125,0.0
55,B-bin/A-base,23,"(.25,.5]",0.5,0.5625,0.5625,0.0,0.5625,0.625,0.0625,0.6875,0.8125,0.125
55,A-bin/B-base,24,"(.5,.75]",0.625,0.5625,0.8125,0.25,0.5625,0.9375,0.375,0.6875,0.875,0.1875
55,B-bin/A-base,24,"(.5,.75]",0.5625,0.625,0.8125,0.1875,0.625,0.9375,0.3125,0.625,0.875,0.25
55,A-bin/B-base,25,"(.25,.5]",0.375,0.3125,0.6875,0.375,0.4375,0.6875,0.25,0.5625,0.8125,0.25
55,B-bin/A-base,25,"(.25,.5]",0.3125,0.375,0.6875,0.3125,0.4375,0.6875,0.25,0.625,0.8125,0.1875
55,A-bin/B-base,26,"(.5,.75]",0.6875,0.625,0.6875,0.0625,0.75,1.0,0.25,0.8125,0.6875,-0.125
55,B-bin/A-base,26,"(.5,.75]",0.625,0.6875,0.6875,0.0,0.6875,1.0,0.3125,1.0,0.6875,-0.3125
55,A-bin/B-base,27,"(0,.25]",0.0625,0.0625,0.125,0.0625,0.3125,0.75,0.4375,0.1875,0.125,-0.0625
55,B-bin/A-base,27,"(0,.25]",0.0625,0.0625,0.125,0.0625,0.125,0.75,0.625,0.125,0.125,0.0
55,A-bin/B-base,28,"(.5,.75]",0.5625,0.5625,0.6875,0.125,0.5625,0.75,0.1875,0.9375,0.8125,-0.125
55,B-bin/A-base,28,"(.5,.75]",0.5625,0.5625,0.6875,0.125,0.5625,0.75,0.1875,0.9375,0.8125,-0.125
55,A-bin/B-base,29,"(0,.25]",0.125,0.1875,0.375,0.1875,0.3125,0.5,0.1875,0.3125,0.375,0.0625
55,B-bin/A-base,29,"(0,.25]",0.1875,0.125,0.375,0.25,0.3125,0.5,0.1875,0.1875,0.375,0.1875
55,A-bin/B-base,30,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.0625,0.4375,0.375,0.25,0.375,0.125
55,B-bin/A-base,30,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.1875,0.4375,0.25,0.1875,0.375,0.1875
55,A-bin/B-base,31,"(.25,.5]",0.375,0.125,0.4375,0.3125,0.1875,0.8125,0.625,0.25,0.4375,0.1875
55,B-bin/A-base,31,"(0,.25]",0.125,0.375,0.4375,0.0625,0.5625,0.8125,0.25,0.5,0.4375,-0.0625
55,A-bin/B-base,32,"(0,.25]",0.0625,0.25,0.25,0.0,0.3125,0.4375,0.125,0.5,0.4375,-0.0625
55,B-bin/A-base,32,"(0,.25]",0.25,0.0625,0.25,0.1875,0.125,0.4375,0.3125,0.25,0.4375,0.1875
55,A-bin/B-base,33,"(.5,.75]",0.75,0.375,0.8125,0.4375,0.375,0.875,0.5,0.875,0.9375,0.0625
55,B-bin/A-base,33,"(.25,.5]",0.375,0.75,0.8125,0.0625,0.8125,0.875,0.0625,0.9375,0.9375,0.0
55,A-bin/B-base,34,"(.5,.75]",0.625,0.625,0.8125,0.1875,0.6875,0.9375,0.25,0.875,0.8125,-0.0625
55,B-bin/A-base,34,"(.5,.75]",0.625,0.625,0.8125,0.1875,0.6875,0.9375,0.25,0.875,0.8125,-0.0625
55,A-bin/B-base,35,"(.5,.75]",0.625,0.5625,0.9375,0.375,0.5625,1.0,0.4375,0.75,0.9375,0.1875
55,B-bin/A-base,35,"(.5,.75]",0.5625,0.625,0.9375,0.3125,0.875,1.0,0.125,0.6875,0.9375,0.25
55,A-bin/B-base,36,"(.5,.75]",0.75,0.8125,0.875,0.0625,0.8125,0.875,0.0625,0.875,1.0,0.125
55,B-bin/A-base,36,"(.75,1)",0.8125,0.75,0.875,0.125,0.8125,0.875,0.0625,0.875,1.0,0.125
55,A-bin/B-base,37,"(.25,.5]",0.5,0.6875,0.6875,0.0,0.6875,0.8125,0.125,0.8125,0.75,-0.0625
55,B-bin/A-base,37,"(.5,.75]",0.6875,0.5,0.6875,0.1875,0.625,0.8125,0.1875,0.5625,0.75,0.1875
55,A-bin/B-base,38,"(0,.25]",0.125,0.0,0.25,0.25,0.25,0.8125,0.5625,0.0,0.25,0.25
55,B-bin/A-base,38,0,0.0,0.125,0.25,0.125,0.375,0.8125,0.4375,0.125,0.25,0.125
55,A-bin/B-base,39,"(.25,.5]",0.5,0.4375,0.5,0.0625,0.4375,0.8125,0.375,0.75,0.625,-0.125
55,B-bin/A-base,39,"(.25,.5]",0.4375,0.5,0.5,0.0,0.5,0.8125,0.3125,0.6875,0.625,-0.0625
55,A-bin/B-base,40,0,0.0,0.125,0.1875,0.0625,0.3125,0.5,0.1875,0.25,0.25,0.0
55,B-bin/A-base,40,"(0,.25]",0.125,0.0,0.1875,0.1875,0.0,0.5,0.5,0.125,0.25,0.125
55,A-bin/B-base,41,"(.75,1)",0.8125,0.75,1.0,0.25,0.8125,1.0,0.1875,0.9375,1.0,0.0625
55,B-bin/A-base,41,"(.5,.75]",0.75,0.8125,1.0,0.1875,0.875,1.0,0.125,0.9375,1.0,0.0625
55,A-bin/B-base,42,0,0.0,0.0625,0.0625,0.0,0.1875,0.25,0.0625,0.0625,0.125,0.0625
55,B-bin/A-base,42,"(0,.25]",0.0625,0.0,0.0625,0.0625,0.125,0.25,0.125,0.125,0.125,0.0
55,A-bin/B-base,43,0,0.0,0.0625,0.1875,0.125,0.375,0.6875,0.3125,0.3125,0.3125,0.0
55,B-bin/A-base,43,"(0,.25]",0.0625,0.0,0.1875,0.1875,0.375,0.6875,0.3125,0.0625,0.3125,0.25
55,A-bin/B-base,44,"(.5,.75]",0.625,0.75,0.5625,-0.1875,0.875,0.8125,-0.0625,0.75,0.75,0.0
55,B-bin/A-base,44,"(.5,.75]",0.75,0.625,0.5625,-0.0625,0.6875,0.8125,0.125,0.8125,0.75,-0.0625
55,A-bin/B-base,45,"(.5,.75]",0.625,0.5,0.5625,0.0625,0.5625,0.8125,0.25,0.75,0.625,-0.125
55,B-bin/A-base,45,"(.25,.5]",0.5,0.625,0.5625,-0.0625,0.625,0.8125,0.1875,0.8125,0.625,-0.1875
55,A-bin/B-base,46,"(.25,.5]",0.5,0.375,0.625,0.25,0.625,0.875,0.25,0.625,0.625,0.0
55,B-bin/A-base,46,"(.25,.5]",0.375,0.5,0.625,0.125,0.6875,0.875,0.1875,0.75,0.625,-0.125
55,A-bin/B-base,47,"(.25,.5]",0.5,0.75,0.875,0.125,0.75,0.9375,0.1875,0.9375,0.875,-0.0625
55,B-bin/A-base,47,"(.5,.75]",0.75,0.5,0.875,0.375,0.5,0.9375,0.4375,0.75,0.875,0.125
55,A-bin/B-base,48,"(.5,.75]",0.6875,0.6875,0.875,0.1875,0.6875,0.875,0.1875,1.0,1.0,0.0
55,B-bin/A-base,48,"(.5,.75]",0.6875,0.6875,0.875,0.1875,0.6875,0.875,0.1875,0.9375,1.0,0.0625
55,A-bin/B-base,49,"(.5,.75]",0.6875,0.875,1.0,0.125,0.875,1.0,0.125,0.875,1.0,0.125
55,B-bin/A-base,49,"(.75,1)",0.875,0.6875,1.0,0.3125,0.75,1.0,0.25,0.8125,1.0,0.1875
55,A-bin/B-base,50,0,0.0,0.0,0.0,0.0,0.0625,0.6875,0.625,0.0,0.0,0.0
55,B-bin/A-base,50,0,0.0,0.0,0.0,0.0,0.375,0.6875,0.3125,0.0,0.0,0.0
55,A-bin/B-base,51,"(.5,.75]",0.625,0.5,0.625,0.125,0.5,0.625,0.125,0.6875,0.6875,0.0
55,B-bin/A-base,51,"(.25,.5]",0.5,0.625,0.625,0.0,0.625,0.625,0.0,0.6875,0.6875,0.0
55,A-bin/B-base,52,"(.5,.75]",0.6875,0.5,0.6875,0.1875,0.5625,0.8125,0.25,0.625,0.6875,0.0625
55,B-bin/A-base,52,"(.25,.5]",0.5,0.6875,0.6875,0.0,0.75,0.8125,0.0625,0.75,0.6875,-0.0625
55,A-bin/B-base,53,"(.5,.75]",0.75,0.75,0.875,0.125,0.75,0.9375,0.1875,1.0,0.875,-0.125
55,B-bin/A-base,53,"(.5,.75]",0.75,0.75,0.875,0.125,0.8125,0.9375,0.125,0.9375,0.875,-0.0625
55,A-bin/B-base,54,"(0,.25]",0.1875,0.1875,0.1875,0.0,0.375,0.5,0.125,0.1875,0.25,0.0625
55,B-bin/A-base,54,"(0,.25]",0.1875,0.1875,0.1875,0.0,0.5625,0.5,-0.0625,0.3125,0.25,-0.0625
55,A-bin/B-base,55,"(.5,.75]",0.75,0.8125,0.8125,0.0,0.875,0.875,0.0,0.875,0.875,0.0
55,B-bin/A-base,55,"(.75,1)",0.8125,0.75,0.8125,0.0625,0.9375,0.875,-0.0625,0.8125,0.875,0.0625
55,A-bin/B-base,56,"(.5,.75]",0.6875,0.6875,0.875,0.1875,0.6875,0.875,0.1875,0.9375,0.9375,0.0
55,B-bin/A-base,56,"(.5,.75]",0.6875,0.6875,0.875,0.1875,0.75,0.875,0.125,0.875,0.9375,0.0625
55,A-bin/B-base,57,"(0,.25]",0.1875,0.3125,0.1875,-0.125,0.4375,0.5625,0.125,0.4375,0.25,-0.1875
55,B-bin/A-base,57,"(.25,.5]",0.3125,0.1875,0.1875,0.0,0.375,0.5625,0.1875,0.375,0.25,-0.125
55,A-bin/B-base,58,"(.25,.5]",0.375,0.5625,0.625,0.0625,0.625,0.75,0.125,0.6875,0.75,0.0625
55,B-bin/A-base,58,"(.5,.75]",0.5625,0.375,0.625,0.25,0.5625,0.75,0.1875,0.625,0.75,0.125
55,A-bin/B-base,59,"(.25,.5]",0.3125,0.3125,0.4375,0.125,0.5,0.75,0.25,0.4375,0.4375,0.0
55,B-bin/A-base,59,"(.25,.5]",0.3125,0.3125,0.4375,0.125,0.5625,0.75,0.1875,0.375,0.4375,0.0625
55,A-bin/B-base,60,"(0,.25]",0.25,0.125,0.1875,0.0625,0.25,0.75,0.5,0.1875,0.1875,0.0
55,B-bin/A-base,60,"(0,.25]",0.125,0.25,0.1875,-0.0625,0.375,0.75,0.375,0.3125,0.1875,-0.125
55,A-bin/B-base,61,"(.25,.5]",0.5,0.125,0.5,0.375,0.25,0.8125,0.5625,0.4375,0.5,0.0625
55,B-bin/A-base,61,"(0,.25]",0.125,0.5,0.5,0.0,0.625,0.8125,0.1875,0.625,0.5,-0.125
55,A-bin/B-base,62,"(.25,.5]",0.375,0.4375,0.8125,0.375,0.5625,0.8125,0.25,0.5625,0.9375,0.375
55,B-bin/A-base,62,"(.25,.5]",0.4375,0.375,0.8125,0.4375,0.5,0.8125,0.3125,0.4375,0.9375,0.5
55,A-bin/B-base,63,0,0.0,0.0,0.0,0.0,0.125,0.375,0.25,0.0,0.0,0.0
55,B-bin/A-base,63,0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0
55,A-bin/B-base,64,"(.25,.5]",0.4375,0.5,0.8125,0.3125,0.5,0.9375,0.4375,0.6875,0.8125,0.125
55,B-bin/A-base,64,"(.25,.5]",0.5,0.4375,0.8125,0.375,0.5,0.9375,0.4375,0.6875,0.8125,0.125
55,A-bin/B-base,65,"(.25,.5]",0.4375,0.375,0.8125,0.4375,0.5,0.9375,0.4375,0.6875,0.8125,0.125
55,B-bin/A-base,65,"(.25,.5]",0.375,0.4375,0.8125,0.375,0.625,0.9375,0.3125,0.5625,0.8125,0.25
55,A-bin/B-base,66,"(0,.25]",0.125,0.0,0.3125,0.3125,0.125,0.75,0.625,0.25,0.375,0.125
55,B-bin/A-base,66,0,0.0,0.125,0.3125,0.1875,0.125,0.75,0.625,0.3125,0.375,0.0625
55,A-bin/B-base,67,"(0,.25]",0.1875,0.0625,0.0625,0.0,0.0625,0.25,0.1875,0.1875,0.1875,0.0
55,B-bin/A-base,67,"(0,.25]",0.0625,0.1875,0.0625,-0.125,0.3125,0.25,-0.0625,0.1875,0.1875,0.0
55,A-bin/B-base,68,"(.25,.5]",0.4375,0.25,0.25,0.0,0.25,0.375,0.125,0.3125,0.5,0.1875
55,B-bin/A-base,68,"(0,.25]",0.25,0.4375,0.25,-0.1875,0.4375,0.375,-0.0625,0.625,0.5,-0.125
55,A-bin/B-base,69,"(.5,.75]",0.625,0.5625,0.8125,0.25,0.625,0.9375,0.3125,0.6875,0.875,0.1875
55,B-bin/A-base,69,"(.5,.75]",0.5625,0.625,0.8125,0.1875,0.6875,0.9375,0.25,0.75,0.875,0.125
55,A-bin/B-base,70,"(.5,.75]",0.75,0.9375,0.9375,0.0,0.9375,1.0,0.0625,1.0,0.9375,-0.0625
55,B-bin/A-base,70,"(.75,1)",0.9375,0.75,0.9375,0.1875,0.8125,1.0,0.1875,0.875,0.9375,0.0625
55,A-bin/B-base,71,"(.5,.75]",0.75,0.75,0.875,0.125,0.9375,0.9375,0.0,0.8125,0.875,0.0625
55,B-bin/A-base,71,"(.5,.75]",0.75,0.75,0.875,0.125,0.875,0.9375,0.0625,0.875,0.875,0.0
55,A-bin/B-base,72,"(0,.25]",0.25,0.25,0.6875,0.4375,0.5625,0.8125,0.25,0.375,0.75,0.375
55,B-bin/A-base,72,"(0,.25]",0.25,0.25,0.6875,0.4375,0.5,0.8125,0.3125,0.3125,0.75,0.4375
55,A-bin/B-base,73,"(.25,.5]",0.5,0.8125,0.75,-0.0625,0.8125,0.875,0.0625,1.0,0.8125,-0.1875
55,B-bin/A-base,73,"(.75,1)",0.8125,0.5,0.75,0.25,0.625,0.875,0.25,0.75,0.8125,0.0625
55,A-bin/B-base,74,"(.25,.5]",0.4375,0.6875,0.625,-0.0625,0.75,0.8125,0.0625,0.875,0.6875,-0.1875
55,B-bin/A-base,74,"(.5,.75]",0.6875,0.4375,0.625,0.1875,0.5625,0.8125,0.25,0.5625,0.6875,0.125
55,A-bin/B-base,75,"(.25,.5]",0.5,0.3125,0.9375,0.625,0.3125,0.9375,0.625,0.625,1.0,0.375
55,B-bin/A-base,75,"(.25,.5]",0.3125,0.5,0.9375,0.4375,0.5625,0.9375,0.375,0.9375,1.0,0.0625
55,A-bin/B-base,76,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.3125,0.6875,0.375,0.3125,0.375,0.0625
55,B-bin/A-base,76,"(0,.25]",0.0625,0.0625,0.25,0.1875,0.3125,0.6875,0.375,0.3125,0.375,0.0625
55,A-bin/B-base,77,"(0,.25]",0.1875,0.5,0.75,0.25,0.5625,0.8125,0.25,0.75,0.75,0.0
55,B-bin/A-base,77,"(.25,.5]",0.5,0.1875,0.75,0.5625,0.3125,0.8125,0.5,0.5,0.75,0.25
55,A-bin/B-base,78,"(0,.25]",0.1875,0.125,0.25,0.125,0.625,0.8125,0.1875,0.1875,0.25,0.0625
55,B-bin/A-base,78,"(0,.25]",0.125,0.1875,0.25,0.0625,0.5625,0.8125,0.25,0.25,0.25,0.0
55,A-bin/B-base,79,"(.75,1)",0.9375,0.75,0.9375,0.1875,0.8125,1.0,0.1875,0.9375,0.9375,0.0
55,B-bin/A-base,79,"(.5,.75]",0.75,0.9375,0.9375,0.0,0.9375,1.0,0.0625,0.9375,0.9375,0.0
55,A-bin/B-base,80,"(0,.25]",0.0625,0.1875,0.3125,0.125,0.1875,0.5625,0.375,0.5,0.4375,-0.0625
55,B-bin/A-base,80,"(0,.25]",0.1875,0.0625,0.3125,0.25,0.25,0.5625,0.3125,0.375,0.4375,0.0625
55,A-bin/B-base,81,"(0,.25]",0.25,0.0625,0.3125,0.25,0.4375,0.5,0.0625,0.0625,0.3125,0.25
55,B-bin/A-base,81,"(0,.25]",0.0625,0.25,0.3125,0.0625,0.3125,0.5,0.1875,0.375,0.3125,-0.0625
55,A-bin/B-base,82,"(.25,.5]",0.375,0.375,0.6875,0.3125,0.4375,0.875,0.4375,0.5,0.75,0.25
55,B-bin/A-base,82,"(.25,.5]",0.375,0.375,0.6875,0.3125,0.5625,0.875,0.3125,0.375,0.75,0.375
55,A-bin/B-base,83,"(.25,.5]",0.375,0.375,0.625,0.25,0.4375,0.75,0.3125,0.5625,0.6875,0.125
55,B-bin/A-base,83,"(.25,.5]",0.375,0.375,0.625,0.25,0.4375,0.75,0.3125,0.6875,0.6875,0.0
55,A-bin/B-base,84,"(.25,.5]",0.3125,0.125,0.75,0.625,0.3125,0.875,0.5625,0.375,0.75,0.375
55,B-bin/A-base,84,"(0,.25]",0.125,0.3125,0.75,0.4375,0.3125,0.875,0.5625,0.5625,0.75,0.1875
55,A-bin/B-base,85,"(.25,.5]",0.3125,0.4375,0.625,0.1875,0.5625,0.6875,0.125,0.625,0.75,0.125
55,B-bin/A-base,85,"(.25,.5]",0.4375,0.3125,0.625,0.3125,0.375,0.6875,0.3125,0.5,0.75,0.25
55,A-bin/B-base,86,"(.25,.5]",0.5,0.625,0.875,0.25,0.625,1.0,0.375,0.8125,0.875,0.0625
55,B-bin/A-base,86,"(.5,.75]",0.625,0.5,0.875,0.375,0.625,1.0,0.375,0.8125,0.875,0.0625
55,A-bin/B-base,87,"(0,.25]",0.25,0.25,0.4375,0.1875,0.5625,0.8125,0.25,0.375,0.4375,0.0625
55,B-bin/A-base,87,"(0,.25]",0.25,0.25,0.4375,0.1875,0.375,0.8125,0.4375,0.6875,0.4375,-0.25
55,A-bin/B-base,88,"(.25,.5]",0.4375,0.5,0.375,-0.125,0.6875,0.875,0.1875,0.5625,0.4375,-0.125
55,B-bin/A-base,88,"(.25,.5]",0.5,0.4375,0.375,-0.0625,0.5625,0.875,0.3125,0.5625,0.4375,-0.125
55,A-bin/B-base,89,"(0,.25]",0.125,0.1875,0.3125,0.125,0.375,0.5625,0.1875,0.3125,0.375,0.0625
55,B-bin/A-base,89,"(0,.25]",0.1875,0.125,0.3125,0.1875,0.1875,0.5625,0.375,0.3125,0.375,0.0625
55,A-bin/B-base,90,"(0,.25]",0.0625,0.0625,0.1875,0.125,0.25,0.6875,0.4375,0.1875,0.25,0.0625
55,B-bin/A-base,90,"(0,.25]",0.0625,0.0625,0.1875,0.125,0.3125,0.6875,0.375,0.125,0.25,0.125
55,A-bin/B-base,91,"(0,.25]",0.125,0.125,0.5625,0.4375,0.125,0.875,0.75,0.375,0.625,0.25
55,B-bin/A-base,91,"(0,.25]",0.125,0.125,0.5625,0.4375,0.125,0.875,0.75,0.6875,0.625,-0.0625
55,A-bin/B-base,92,"(0,.25]",0.125,0.3125,0.4375,0.125,0.5625,0.75,0.1875,0.4375,0.4375,0.0
55,B-bin/A-base,92,"(.25,.5]",0.3125,0.125,0.4375,0.3125,0.3125,0.75,0.4375,0.1875,0.4375,0.25
55,A-bin/B-base,93,"(.5,.75]",0.75,0.375,0.75,0.375,0.4375,0.75,0.3125,0.75,0.9375,0.1875
55,B-bin/A-base,93,"(.25,.5]",0.375,0.75,0.75,0.0,0.75,0.75,0.0,1.0,0.9375,-0.0625
55,A-bin/B-base,94,"(.5,.75]",0.5625,0.5625,0.75,0.1875,0.5625,0.75,0.1875,0.9375,0.875,-0.0625
55,B-bin/A-base,94,"(.5,.75]",0.5625,0.5625,0.75,0.1875,0.5625,0.75,0.1875,0.875,0.875,0.0
55,A-bin/B-base,95,"(0,.25]",0.125,0.0,0.125,0.125,0.3125,0.5625,0.25,0.0,0.125,0.125
55,B-bin/A-base,95,0,0.0,0.125,0.125,0.0,0.25,0.5625,0.3125,0.125,0.125,0.0
55,A-bin/B-base,96,"(.75,1)",0.8125,0.6875,0.8125,0.125,0.6875,0.9375,0.25,0.75,0.8125,0.0625
55,B-bin/A-base,96,"(.5,.75]",0.6875,0.8125,0.8125,0.0,0.8125,0.9375,0.125,0.875,0.8125,-0.0625
55,A-bin/B-base,97,0,0.0,0.0,0.0,0.0,0.1875,0.375,0.1875,0.0,0.0625,0.0625
55,B-bin/A-base,97,0,0.0,0.0,0.0,0.0,0.25,0.375,0.125,0.0,0.0625,0.0625
55,A-bin/B-base,98,"(.25,.5]",0.3125,0.375,0.5,0.125,0.6875,0.6875,0.0,0.375,0.5,0.125
55,B-bin/A-base,98,"(.25,.5]",0.375,0.3125,0.5,0.1875,0.5,0.6875,0.1875,0.375,0.5,0.125
55,A-bin/B-base,99,0,0.0,0.0,0.0625,0.0625,0.125,0.375,0.25,0.0625,0.125,0.0625
