snapshot_pct,snapshot_step,direction,bin,n_panel_questions,n_exposed_groups,n_unique_exposed_questions,exposure_fraction,active_group_fraction,mean_k_over_G,mean_group_total_abs_advantage,mean_completion_length,cumulative_abs_advantage_per_panel_question,actual_is_ess_fraction,actual_is_mean_ratio,actual_is_cap_fraction,exploratory_dapo_is_abs_mass_per_panel_question
20,747,A-bin,0,33,7,7,0.21212121212121213,0.7142857142857143,0.07142857142857142,6.403620692236083,1796.0,1.3583437832015934,0.9979469266697312,1.0001469975001955,0.0,2199.204421285572
20,747,A-bin,"(0,.25]",89,20,20,0.2247191011235955,0.9,0.14375,9.482232082635164,1770.8,2.130838670255093,0.9979123847397753,0.999886525618939,0.0,3339.227248668608
20,747,A-bin,"(.25,.5]",57,13,13,0.22807017543859648,1.0,0.4519230769230769,13.974693596363068,1506.6153846153845,3.187210820223156,0.9980660849030127,1.000050910146553,0.0,4662.71754861947
20,747,A-bin,"(.5,.75]",56,11,11,0.19642857142857142,1.0,0.6647727272727273,13.970985655080188,1219.0852272727273,2.7443007536764656,0.9979080440833413,1.0001097000024042,0.0,3716.0472685678824
20,747,A-bin,"(.75,1)",20,7,7,0.35,1.0,0.7678571428571429,12.551428843821798,1051.875,4.393000095337629,0.9982282712957058,1.0001009074154779,0.0,5772.972890821533
20,747,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
20,747,B-bin,0,37,10,10,0.2702702702702703,0.6,0.0625,5.506929670274258,1791.40625,1.488359370344394,0.9979493715619201,1.0000310607108287,0.0,2272.24519868983
20,747,B-bin,"(0,.25]",86,19,19,0.22093023255813954,1.0,0.18421052631578946,11.026554897427559,1738.4802631578948,2.436099337803763,0.9979438046220978,0.9999062939055872,0.0,3791.3161378170244
20,747,B-bin,"(.25,.5]",59,12,12,0.2033898305084746,1.0,0.4375,14.44939481963714,1499.5260416666667,2.9388599633160286,0.9980151284931031,1.0000262892146792,0.0,4248.071816844079
20,747,B-bin,"(.5,.75]",55,10,10,0.18181818181818182,1.0,0.7625,12.266182458400726,1176.05,2.230214992436496,0.9979760997693645,1.0002352216783343,0.0,3152.9785842621095
20,747,B-bin,"(.75,1)",19,7,7,0.3684210526315789,1.0,0.7053571428571429,13.864777884313039,1092.4375,5.108076062641646,0.9980972369554666,1.0000444415647363,0.0,6574.824033129856
25,934,A-bin,0,33,10,10,0.30303030303030304,0.6,0.05625,5.232234653830528,1750.325,1.5855256526759176,0.9979564970672126,1.0001160502435906,0.0,2490.973788486174
25,934,A-bin,"(0,.25]",89,24,24,0.2696629213483146,0.9166666666666666,0.16145833333333334,9.666164768238863,1728.3385416666667,2.606606229637446,0.9979129917640506,0.9998833649229681,0.0,4041.632798647093
25,934,A-bin,"(.25,.5]",57,20,20,0.3508771929824561,1.0,0.509375,14.283030804991721,1389.896875,5.011589756137447,0.9980732756943042,1.0000631396841857,0.0,6981.933866601216
25,934,A-bin,"(.5,.75]",56,14,14,0.25,1.0,0.6785714285714286,13.577156124370438,1161.9598214285713,3.3942890310926095,0.9979319962274078,1.0001419311954012,0.0,4456.229098098882
25,934,A-bin,"(.75,1)",20,7,7,0.35,1.0,0.7678571428571429,12.551428843821798,1051.875,4.393000095337629,0.9982282712957058,1.0001009074154779,0.0,5772.972890821533
25,934,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
25,934,B-bin,0,37,14,14,0.3783783783783784,0.5714285714285714,0.05357142857142857,5.00452143486057,1771.1160714285713,1.8936027050823778,0.9979420427680444,1.0000075395918324,0.0,2867.825224907532
25,934,B-bin,"(0,.25]",86,23,23,0.26744186046511625,1.0,0.21195652173913043,11.335969390428584,1680.2065217391305,3.0317127439518305,0.9979512928777785,0.9999405953150537,0.0,4649.520452643913
25,934,B-bin,"(.25,.5]",59,17,17,0.288135593220339,1.0,0.4852941176470588,14.593201186727075,1389.8970588235295,4.204820680921361,0.9980356775910416,1.0000242739610772,0.0,5784.922931066473
25,934,B-bin,"(.5,.75]",55,14,14,0.2545454545454545,1.0,0.7633928571428571,12.284474520811013,1121.15625,3.126957150751894,0.99799829004608,1.00020358792689,0.0,4230.646727173237
25,934,B-bin,"(.75,1)",19,7,7,0.3684210526315789,1.0,0.7053571428571429,13.864777884313039,1092.4375,5.108076062641646,0.9980972369554666,1.0000444415647363,0.0,6574.824033129856
30,1121,A-bin,0,33,11,11,0.3333333333333333,0.6363636363636364,0.056818181818181816,5.438122566450726,1753.6477272727273,1.812707522150242,0.9980082383169167,1.0000992212100188,0.0,2845.8964539251674
30,1121,A-bin,"(0,.25]",89,28,28,0.3146067415730337,0.9285714285714286,0.171875,10.14073378273419,1724.5424107142858,3.1903432125455877,0.9979485877394192,0.999880503542616,0.0,4918.967584948306
30,1121,A-bin,"(.25,.5]",57,23,23,0.40350877192982454,1.0,0.5380434782608695,13.978954105273537,1351.891304347826,5.640630603882304,0.9980741925071798,1.0000671727046755,0.0,7844.718381461533
30,1121,A-bin,"(.5,.75]",56,16,16,0.2857142857142857,1.0,0.68359375,13.615750087425113,1142.109375,3.8902143106928895,0.9979475399708916,1.0001486832629811,0.0,5055.998818549315
30,1121,A-bin,"(.75,1)",20,9,9,0.45,1.0,0.7986111111111112,11.733439495166143,1000.0208333333334,5.280047772824764,0.9981609627150355,1.0001520130530548,0.0,6711.409056383027
30,1121,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
30,1121,B-bin,0,37,15,15,0.40540540540540543,0.6,0.05416666666666667,5.170686785380045,1772.1666666666667,2.0962243724513696,0.9979805686969019,1.0000026213489897,0.0,3184.3778724612293
30,1121,B-bin,"(0,.25]",86,26,26,0.3023255813953488,1.0,0.21394230769230768,11.510249199202427,1682.3677884615386,3.4798427811542223,0.9979670074886479,0.9999309380644095,0.0,5311.075257291465
30,1121,B-bin,"(.25,.5]",59,19,19,0.3220338983050847,1.0,0.4868421052631579,14.469012459642009,1389.858552631579,4.659512487003359,0.9980598140732239,1.0000268060571447,0.0,6450.956473724015
30,1121,B-bin,"(.5,.75]",55,19,19,0.34545454545454546,1.0,0.7598684210526315,12.233701623584095,1093.5756578947369,4.226187833601778,0.9980109990726693,1.0001967815227337,0.0,5660.244466880666
30,1121,B-bin,"(.75,1)",19,8,8,0.42105263157894735,1.0,0.734375,13.068805860355496,1054.4296875,5.502655099097051,0.9980740478438291,1.0000559814241246,0.0,6827.44366912496
35,1308,A-bin,0,33,12,12,0.36363636363636365,0.6666666666666666,0.0625,5.838608340670665,1741.1822916666667,2.1231303056984236,0.9980067454619136,1.0001138765586692,0.0,3341.3012997655715
35,1308,A-bin,"(0,.25]",89,33,33,0.3707865168539326,0.9393939393939394,0.18181818181818182,10.304086646347335,1684.4507575757575,3.8206163969602476,0.997945549437578,0.9999034413236031,0.0,5750.577371358059
35,1308,A-bin,"(.25,.5]",57,26,26,0.45614035087719296,1.0,0.5456730769230769,13.946779017265026,1326.6634615384614,6.361688674541941,0.9980776269843724,1.0000638649575875,0.0,8761.611343825703
35,1308,A-bin,"(.5,.75]",56,18,18,0.32142857142857145,1.0,0.6840277777777778,13.681245007448727,1134.0902777777778,4.397543038108519,0.997955190262127,1.000105433815191,0.0,5668.7017447325825
35,1308,A-bin,"(.75,1)",20,10,10,0.5,1.0,0.8125,11.309795714914799,941.16875,5.654897857457399,0.9981572868401681,1.000119454226021,0.0,6854.907325075185
35,1308,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
35,1308,B-bin,0,37,17,17,0.4594594594594595,0.6470588235294118,0.058823529411764705,5.605956195908434,1750.875,2.575709603525497,0.9979702730858657,1.0000186231629853,0.0,3897.6136804274456
35,1308,B-bin,"(0,.25]",86,31,31,0.36046511627906974,1.0,0.24193548387096775,11.886328942352726,1641.5524193548388,4.284606944336447,0.9979752521121378,0.9999392492797781,0.0,6400.29209759904
35,1308,B-bin,"(.25,.5]",59,21,21,0.3559322033898305,1.0,0.4880952380952381,14.066625735589437,1351.517857142857,5.006765092328443,0.9980554109092162,1.0000449671468166,0.0,6833.365907567366
35,1308,B-bin,"(.5,.75]",55,20,20,0.36363636363636365,1.0,0.759375,12.292686956375837,1085.65,4.470067984136668,0.9980108758581767,1.000191188950313,0.0,5928.830975255734
35,1308,B-bin,"(.75,1)",19,10,10,0.5263157894736842,1.0,0.74375,12.7044449031353,1005.175,6.686549949018579,0.9980689371249566,0.9999603115637953,0.0,8006.86847330798
40,1494,A-bin,0,33,15,15,0.45454545454545453,0.6666666666666666,0.0625,5.853616909186045,1732.9333333333334,2.66073495872093,0.9979791819767412,1.0001146211848866,0.0,4095.037953655719
40,1494,A-bin,"(0,.25]",89,42,42,0.47191011235955055,0.9523809523809523,0.20386904761904762,10.870615280455066,1622.2693452380952,5.129953278416998,0.9979362621691956,0.9998963781757991,9.172923364811749e-07,7431.90805377105
40,1494,A-bin,"(.25,.5]",57,27,27,0.47368421052631576,1.0,0.5486111111111112,13.985676107583222,1328.8564814814815,6.624793945697316,0.9980837731705647,1.0000530836750037,0.0,9150.537470336714
40,1494,A-bin,"(.5,.75]",56,20,20,0.35714285714285715,1.0,0.684375,13.733640943467616,1110.13125,4.904871765524149,0.9979765865310414,1.0001210034592918,0.0,6153.651169434828
40,1494,A-bin,"(.75,1)",20,12,12,0.6,0.9166666666666666,0.8385416666666666,10.04957990348339,871.6458333333334,6.029747942090035,0.9981880020627271,1.0001451857684518,0.0,7087.195720506445
40,1494,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
40,1494,B-bin,0,37,22,22,0.5945945945945946,0.6818181818181818,0.06534090909090909,6.028618112883785,1717.2045454545455,3.584583742795764,0.9979482646094114,1.000035977631595,0.0,5287.420319078866
40,1494,B-bin,"(0,.25]",86,37,37,0.43023255813953487,1.0,0.26182432432432434,12.173588908201939,1614.412162162162,5.237474297714788,0.9979742835491178,0.9999058614659686,0.0,7751.437755960641
40,1494,B-bin,"(.25,.5]",59,25,25,0.423728813559322,1.0,0.495,14.152142003774642,1293.85,5.996670340582476,0.9980508279669141,1.0000663534717789,1.93221779959037e-06,7786.184976353538
40,1494,B-bin,"(.5,.75]",55,21,21,0.38181818181818183,1.0,0.7678571428571429,12.06432099143664,1064.7113095238096,4.606377105821263,0.9980318833659828,1.0001909846575314,0.0,6013.299482685283
40,1494,B-bin,"(.75,1)",19,11,11,0.5789473684210527,0.9090909090909091,0.7670454545454546,11.549495366486637,950.3522727272727,6.686549949018579,0.9980671644628742,0.9999881837513861,0.0,8006.86847330798
45,1681,A-bin,0,33,15,15,0.45454545454545453,0.6666666666666666,0.0625,5.853616909186045,1732.9333333333334,2.66073495872093,0.9979791819767412,1.0001146211848866,0.0,4095.037953655719
45,1681,A-bin,"(0,.25]",89,49,49,0.550561797752809,0.9387755102040817,0.21045918367346939,10.951323241907723,1617.7563775510205,6.029380211836837,0.9979625659202586,0.9998991074551694,7.884439349344527e-07,8734.366323152437
45,1681,A-bin,"(.25,.5]",57,32,32,0.5614035087719298,1.0,0.556640625,14.083245445042849,1272.25,7.906383407743354,0.9980806237547278,1.0000466759608795,0.0,10462.29857908762
45,1681,A-bin,"(.5,.75]",56,24,24,0.42857142857142855,1.0,0.7083333333333334,13.382830602427324,1051.1666666666667,5.73549882961171,0.998000044372797,1.0000913030528027,0.0,6979.102980928866
45,1681,A-bin,"(.75,1)",20,12,12,0.6,0.9166666666666666,0.8385416666666666,10.04957990348339,871.6458333333334,6.029747942090035,0.9981880020627271,1.0001451857684518,0.0,7087.195720506445
45,1681,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
45,1681,B-bin,0,37,22,22,0.5945945945945946,0.6818181818181818,0.06534090909090909,6.028618112883785,1717.2045454545455,3.584583742795764,0.9979482646094114,1.000035977631595,0.0,5287.420319078866
45,1681,B-bin,"(0,.25]",86,44,44,0.5116279069767442,0.9772727272727273,0.26420454545454547,12.011767507954078,1604.9857954545455,6.145555469185807,0.9979920166893606,0.9999109013697254,0.0,9051.41066555046
45,1681,B-bin,"(.25,.5]",59,30,30,0.5084745762711864,1.0,0.5083333333333333,14.249504846334457,1246.23125,7.245510938814131,0.9980634493921547,1.000047486603473,1.671706862858184e-06,9171.756571310674
45,1681,B-bin,"(.5,.75]",55,25,25,0.45454545454545453,1.0,0.775,12.047555071115493,1017.005,5.476161395961588,0.9980466233003134,1.0001567359948247,0.0,6801.809960689206
45,1681,B-bin,"(.75,1)",19,11,11,0.5789473684210527,0.9090909090909091,0.7670454545454546,11.549495366486637,950.3522727272727,6.686549949018579,0.9980671644628742,0.9999881837513861,0.0,8006.86847330798
50,1868,A-bin,0,33,17,17,0.5151515151515151,0.7058823529411765,0.07720588235294118,6.450568394625888,1691.6617647058824,3.323020082080003,0.99796775835062,1.0001289340550623,0.0,4989.782789902136
50,1868,A-bin,"(0,.25]",89,53,53,0.5955056179775281,0.9433962264150944,0.2169811320754717,11.151339186531192,1592.753537735849,6.640685133552283,0.997962825405474,0.9998829183270737,7.403815185965328e-07,9452.761275114302
50,1868,A-bin,"(.25,.5]",57,32,32,0.5614035087719298,1.0,0.556640625,14.083245445042849,1272.25,7.906383407743354,0.9980806237547278,1.0000466759608795,0.0,10462.29857908762
50,1868,A-bin,"(.5,.75]",56,28,28,0.5,1.0,0.7075892857142857,13.306581373193435,1028.466517857143,6.653290686596717,0.9980249640583756,1.0000665968789229,0.0,7967.2332526407545
50,1868,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8509615384615384,9.27653529552313,846.9086538461538,6.029747942090035,0.9981773879005328,1.0001495704129695,0.0,7087.195720506445
50,1868,A-bin,1,1,1,1,1.0,1.0,0.9375,7.497001692652702,608.0,7.497001692652702,0.9981239412674632,0.9999444917775691,0.0,4451.930538979338
50,1868,B-bin,0,37,23,23,0.6216216216216216,0.6956521739130435,0.06521739130434782,6.092460877221564,1709.7554347826087,3.7872054101647556,0.9979478046280121,1.0000385776520946,0.0,5647.22196838299
50,1868,B-bin,"(0,.25]",86,50,50,0.5813953488372093,0.98,0.275,12.245586324334145,1558.01625,7.11952693275241,0.9979865343830953,0.999902842485836,0.0,10155.832012089015
50,1868,B-bin,"(.25,.5]",59,31,31,0.5254237288135594,1.0,0.5221774193548387,14.031682163957626,1224.1451612903227,7.372578764113329,0.9980606751853894,1.0000343103047822,1.6469689184025719e-06,9312.390028367276
50,1868,B-bin,"(.5,.75]",55,27,27,0.4909090909090909,1.0,0.7638888888888888,12.225600689649582,1019.0902777777778,6.001658520373431,0.998072647972186,1.0001466136917356,0.0,7387.423683301861
50,1868,B-bin,"(.75,1)",19,13,13,0.6842105263157895,0.8461538461538461,0.7980769230769231,10.349342363385054,893.2259615384615,7.081128985473984,0.9980657959341653,0.9999974905803239,0.0,8241.180606938471
55,2055,A-bin,0,33,17,17,0.5151515151515151,0.7058823529411765,0.07720588235294118,6.450568394625888,1691.6617647058824,3.323020082080003,0.99796775835062,1.0001289340550623,0.0,4989.782789902136
55,2055,A-bin,"(0,.25]",89,54,54,0.6067415730337079,0.9444444444444444,0.22337962962962962,11.229414842470929,1585.2337962962963,6.813352825768878,0.9979597934876243,0.9998845796414423,7.301177972054011e-07,9667.559970270735
55,2055,A-bin,"(.25,.5]",57,35,35,0.6140350877192983,1.0,0.5535714285714286,14.17215085029602,1281.4892857142856,8.702197890532645,0.9980716442241168,1.0000048479028032,0.0,11596.234544584067
55,2055,A-bin,"(.5,.75]",56,31,31,0.5535714285714286,1.0,0.7217741935483871,13.040711482686381,995.5241935483871,7.218965285058532,0.9980337481654228,1.0000646355827967,0.0,8476.662923212716
55,2055,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8509615384615384,9.27653529552313,846.9086538461538,6.029747942090035,0.9981773879005328,1.0001495704129695,0.0,7087.195720506445
55,2055,A-bin,1,1,1,1,1.0,1.0,0.9375,7.497001692652702,608.0,7.497001692652702,0.9981239412674632,0.9999444917775691,0.0,4451.930538979338
55,2055,B-bin,0,37,24,24,0.6486486486486487,0.7083333333333334,0.0859375,6.478917699307203,1687.9609375,4.202541210361429,0.9979418404911785,1.0000375284052536,0.0,6163.899910786299
55,2055,B-bin,"(0,.25]",86,50,50,0.5813953488372093,0.98,0.275,12.245586324334145,1558.01625,7.11952693275241,0.9979865343830953,0.999902842485836,0.0,10155.832012089015
55,2055,B-bin,"(.25,.5]",59,33,33,0.559322033898305,1.0,0.5189393939393939,14.10141127714605,1233.465909090909,7.887230036369825,0.9980544227621885,1.0000054278403663,1.5354614829487002e-06,10023.585897367077
55,2055,B-bin,"(.5,.75]",55,30,30,0.5454545454545454,1.0,0.7666666666666667,12.155853622655075,1009.1833333333333,6.630465612357313,0.998070188620311,1.0001064717649775,0.0,8132.267887706544
55,2055,B-bin,"(.75,1)",19,14,14,0.7368421052631579,0.8571428571428571,0.7991071428571429,10.473702759615012,878.59375,7.717465191295273,0.9980795693775898,1.0000208701930158,0.0,8779.887137048025
60,2242,A-bin,0,33,18,18,0.5454545454545454,0.7222222222222222,0.08680555555555555,6.837392832669947,1683.2881944444443,3.7294869996381528,0.9979585291888641,1.0001371139280042,0.0,5532.741202877078
60,2242,A-bin,"(0,.25]",89,58,58,0.651685393258427,0.9482758620689655,0.24245689655172414,11.467227882095452,1560.8092672413793,7.473024911927373,0.9979562393108866,0.9998945323331991,6.904022352462768e-07,10494.661413773985
60,2242,A-bin,"(.25,.5]",57,39,39,0.6842105263157895,1.0,0.5657051282051282,13.996630546374199,1259.503205128205,9.576641952782346,0.9980744497672509,0.9999885923684871,0.0,12640.643074888381
60,2242,A-bin,"(.5,.75]",56,34,34,0.6071428571428571,1.0,0.7371323529411765,12.713145922650309,975.5,7.718695738751974,0.9980361896189459,1.0000771495522913,0.0,9062.508977966008
60,2242,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8509615384615384,9.27653529552313,846.9086538461538,6.029747942090035,0.9981773879005328,1.0001495704129695,0.0,7087.195720506445
60,2242,A-bin,1,1,1,1,1.0,1.0,0.9375,7.497001692652702,608.0,7.497001692652702,0.9981239412674632,0.9999444917775691,0.0,4451.930538979338
60,2242,B-bin,0,37,25,25,0.6756756756756757,0.72,0.095,6.794097286462784,1671.395,4.590606274637016,0.997936551318979,1.000046352732302,0.0,6646.509277331857
60,2242,B-bin,"(0,.25]",86,53,53,0.6162790697674418,0.9811320754716981,0.2830188679245283,12.371447649204507,1552.248820754717,7.624264248928358,0.9979845351820312,0.9999199915273105,0.0,10848.928011579777
60,2242,B-bin,"(.25,.5]",59,36,36,0.6101694915254238,1.0,0.5208333333333334,14.140566315501928,1228.4114583333333,8.628142158611347,0.9980429626430213,0.9999876561826756,1.413297718230834e-06,10912.969297830334
60,2242,B-bin,"(.5,.75]",55,35,35,0.6363636363636364,1.0,0.7839285714285714,11.804240508590425,975.8392857142857,7.511789414557543,0.9980793960244732,1.0000923101501975,0.0,9112.8478558478
60,2242,B-bin,"(.75,1)",19,14,14,0.7368421052631579,0.8571428571428571,0.7991071428571429,10.473702759615012,878.59375,7.717465191295273,0.9980795693775898,1.0000208701930158,0.0,8779.887137048025
65,2428,A-bin,0,33,20,20,0.6060606060606061,0.65,0.078125,6.153653549402952,1671.303125,3.7294869996381528,0.9979715227725029,1.000110777181218,0.0,5532.741202877078
65,2428,A-bin,"(0,.25]",89,62,62,0.6966292134831461,0.9516129032258065,0.25705645161290325,11.554420196721631,1535.5594758064517,8.049146653895967,0.9979533563639594,0.9999117946863444,6.564802809735602e-07,11113.491256065532
65,2428,A-bin,"(.25,.5]",57,41,41,0.7192982456140351,1.0,0.573170731707317,13.974536089635476,1245.6753048780488,10.051859292544817,0.998082799250098,0.9999863537997974,0.0,13190.304981316662
65,2428,A-bin,"(.5,.75]",56,36,36,0.6428571428571429,1.0,0.7447916666666666,12.575968474563625,967.0434027777778,8.084551162219473,0.9980400759503987,1.0000765779759972,0.0,9523.005878357511
65,2428,A-bin,"(.75,1)",20,14,14,0.7,0.8571428571428571,0.8392857142857143,9.639526158571243,839.625,6.74766831099987,0.9981840299125915,1.0001477321191166,0.0,7726.288342801987
65,2428,A-bin,1,1,1,1,1.0,1.0,0.9375,7.497001692652702,608.0,7.497001692652702,0.9981239412674632,0.9999444917775691,0.0,4451.930538979338
65,2428,B-bin,0,37,27,27,0.7297297297297297,0.6666666666666666,0.08796296296296297,6.290830820798874,1663.398148148148,4.590606274637016,0.9979477552326355,1.0000330703545208,0.0,6646.509277331857
65,2428,B-bin,"(0,.25]",86,55,55,0.6395348837209303,0.9818181818181818,0.2818181818181818,12.337293667413972,1549.5875,7.8901296710205635,0.997980909261253,0.9999262081148412,0.0,11189.900168854318
65,2428,B-bin,"(.25,.5]",59,39,39,0.6610169491525424,1.0,0.532051282051282,14.165840937159,1204.940705128205,9.363860958461034,0.998046399238913,1.0000061925109074,1.3299941613256317e-06,11636.038441279481
65,2428,B-bin,"(.5,.75]",55,39,39,0.7090909090909091,1.0,0.7868589743589743,11.797054277016567,960.1971153846154,8.365183941884474,0.99808768524087,1.0000863396106716,0.0,10076.331101467518
