snapshot_pct,snapshot_step,direction,bin,n_panel_questions_A,n_panel_questions_B,n_exposed_groups_A,n_exposed_groups_B,exposure_fraction,cumulative_abs_advantage_per_panel_question,exploratory_dapo_is_abs_mass_per_panel_question,active_group_fraction,mean_k_over_G,mean_group_total_abs_advantage,mean_completion_length,actual_is_ess_fraction,actual_is_mean_ratio,actual_is_cap_fraction,delta_R,delta_T,delta_C
50,1868,symmetric,"(.5,.75]",56,55,28,27,0.4954545454545455,6.327474603485074,7677.328467971308,1.0,0.7357390873015872,12.766091031421508,1023.7783978174604,0.9980488060152808,1.0001066052853291,0.0,0.2166903409090909,0.26001420454545454,0.046154626623376625
50,1868,symmetric,"(.75,1)",20,19,13,13,0.6671052631578948,6.555438463782009,7664.188163722458,0.8461538461538461,0.8245192307692308,9.812938829454092,870.0673076923076,0.9981215919173491,1.0000735304966466,0.0,0.10583881578947368,0.1408717105263158,-0.003289473684210526
55,2055,symmetric,0,33,37,17,24,0.5819000819000819,3.762780646220716,5576.841350344217,0.7071078431372549,0.08157169117647059,6.464743046966546,1689.8113511029412,0.9979547994208993,1.000083231230158,0.0,0.07386363636363635,0.32263513513513514,0.0411036036036036
55,2055,symmetric,"(0,.25]",89,86,54,50,0.5940684609354586,6.966439879260644,9911.695991179875,0.9622222222222222,0.24918981481481484,11.737500583402536,1571.625023148148,0.9979731639353597,0.9998937110636392,3.6505889860270056e-07,0.16806163443950875,0.35666399921609615,0.08373889469558402
55,2055,symmetric,"(.25,.5]",57,59,35,33,0.5866785608088017,8.294713963451235,10809.910220975573,1.0,0.5362554112554112,14.136781063721035,1257.4775974025974,0.9980630334931526,1.0000051378715846,7.677307414743501e-07,0.20735764198632173,0.2971862920011894,0.07687518584597086
55,2055,symmetric,"(.5,.75]",56,55,31,30,0.549512987012987,6.924715448707923,8304.46540545963,1.0,0.7442204301075269,12.598282552670728,1002.3537634408601,0.9980519683928669,1.000085553673887,0.0,0.19928977272727272,0.2605215097402597,0.03720576298701299
55,2055,symmetric,"(.75,1)",20,19,13,14,0.6934210526315789,6.873606566692654,7933.541428777235,0.8516483516483516,0.8250343406593407,9.87511902756907,862.7512019230769,0.9981284786390613,1.0000852203029926,0.0,0.12171052631578946,0.1615953947368421,0.009539473684210526
60,2242,symmetric,0,33,37,18,25,0.6105651105651105,4.160046637137585,6089.625240104468,0.721111111111111,0.09090277777777778,6.815745059566366,1677.3415972222222,0.9979475402539215,1.000091733330153,0.0,0.060887592137592136,0.2894144144144144,0.013897420147420148
60,2242,symmetric,"(0,.25]",89,86,58,53,0.6339822315129344,7.548644580427865,10671.794712676881,0.9647039687703318,0.2627378822381262,11.91933776564998,1556.529043998048,0.9979703872464589,0.9999072619302548,3.452011176231384e-07,0.16543637313822837,0.3587380781290828,0.08037464071073949
60,2242,symmetric,"(.25,.5]",57,59,39,36,0.6471900089206066,9.102392055696846,11776.806186359358,1.0,0.5432692307692308,14.068598430938064,1243.957331730769,0.998058706205136,0.9999881242755814,7.06648859115417e-07,0.20812890276538804,0.30406259292298543,0.0722754980672019
60,2242,symmetric,"(.5,.75]",56,55,34,35,0.6217532467532467,7.615242576654758,9087.678416906903,1.0,0.760530462184874,12.258693215620367,975.6696428571429,0.9980577928217096,1.0000847298512445,0.0,0.19981737012987014,0.2527090097402597,0.03606939935064935
60,2242,symmetric,"(.75,1)",20,19,13,14,0.6934210526315789,6.873606566692654,7933.541428777235,0.8516483516483516,0.8250343406593407,9.87511902756907,862.7512019230769,0.9981284786390613,1.0000852203029926,0.0,0.12976973684210527,0.15024671052631577,0.02582236842105263
65,2428,symmetric,0,33,37,20,27,0.6678951678951679,4.160046637137585,6089.625240104468,0.6583333333333333,0.08304398148148148,6.222242185100913,1667.350636574074,0.9979596390025691,1.0000719237678695,0.0,0.09377559377559377,0.3164158476658476,0.05331183456183456
65,2428,symmetric,"(0,.25]",89,86,62,55,0.6680820486020382,7.969638162458265,11151.695712459925,0.9667155425219942,0.2694373167155425,11.945856932067802,1542.573487903226,0.9979671328126063,0.9999190014005928,3.282401404867801e-07,0.2022390253462242,0.3683164031878756,0.11464593676509015
65,2428,symmetric,"(.25,.5]",57,59,41,39,0.6901575973832887,9.707860125502926,12413.171711298071,1.0,0.5526110068792995,14.070188513397238,1225.308005003127,0.9980645992445055,0.9999962731553524,6.649970806628159e-07,0.2303839577757954,0.32145777579542073,0.09754125780553077
65,2428,symmetric,"(.5,.75]",56,55,36,39,0.675974025974026,8.224867552051974,9799.668489912514,1.0,0.7658253205128205,12.186511375790097,963.6202590811965,0.9980638805956343,1.0000814587933344,0.0,0.2246550324675325,0.2702211850649351,0.04789975649350649
65,2428,symmetric,"(.75,1)",20,19,14,14,0.7184210526315788,7.232566751147571,8253.087739925006,0.8571428571428571,0.8191964285714286,10.056614459093128,859.109375,0.9981317996450907,1.000084301156066,0.0,0.12023026315789473,0.15361842105263157,0.019243421052631576
70,2615,symmetric,0,33,37,20,29,0.6949221949221949,4.424741091235655,6514.262076825431,0.6698275862068965,0.08432112068965517,6.343030598232972,1671.8293642241379,0.9979617609609834,1.000061262226955,0.0,0.0691031941031941,0.31367731367731366,0.03222256347256347
70,2615,symmetric,"(0,.25]",89,86,67,58,0.7136137967076038,8.586713349067505,11824.842898040595,0.968991250643335,0.2755323597529593,12.055164928597408,1520.4305841482244,0.9979833271609031,0.9999219869358773,3.069607022769731e-07,0.1733938136921871,0.3486983929971257,0.09012444473477921
70,2615,symmetric,"(.25,.5]",57,59,43,43,0.7415997621171573,10.444669200997515,13307.17125300464,1.0,0.5581395348837209,14.085165528883767,1217.734738372093,0.998065711119595,1.000002702142115,6.07434512485209e-07,0.23191718703538505,0.31801962533452277,0.08851843592030925
70,2615,symmetric,"(.5,.75]",56,55,39,41,0.7209415584415584,8.71974855202988,10385.784502925388,0.9878048780487805,0.7666119449656035,12.113359043431737,962.0434060350219,0.9980756770222823,1.000067902703435,0.0,0.21783685064935066,0.2622362012987013,0.04002637987012987
70,2615,symmetric,"(.75,1)",20,19,15,14,0.743421052631579,7.232566751147571,8253.087739925006,0.8285714285714285,0.8245535714285714,9.735296920474086,848.2927083333334,0.9981233849371653,1.000091120543773,0.0,0.1296875,0.146875,0.016036184210526314
75,2802,symmetric,0,33,37,24,31,0.7825552825552826,5.042076590837855,7385.505114436648,0.6512096774193548,0.09324596774193548,6.435449288426948,1670.2186659946237,0.9979632006420998,1.0000562910731339,0.0,0.08458742833742834,0.33156736281736277,0.03570331695331695
75,2802,symmetric,"(0,.25]",89,86,70,62,0.753723543245362,9.048281689662401,12425.496610207621,0.9624423963133641,0.28328052995391706,12.01787442194152,1506.8482142857142,0.9979892854540509,0.9999314399072272,2.971653398234244e-07,0.1750269466945388,0.3740568656911419,0.09929040371047818
75,2802,symmetric,"(.25,.5]",57,59,44,49,0.8012191495688373,11.148920604270678,14206.164195066336,0.9897959183673469,0.5734288033395176,13.91802117972875,1204.5698631725418,0.9980661625222325,1.0000016435034633,5.425300127603059e-07,0.21720747844186739,0.3100003716919417,0.10013380909901873
75,2802,symmetric,"(.5,.75]",56,55,46,42,0.7925324675324675,9.42296680480774,11246.544752855425,0.9663561076604554,0.7720626293995859,11.88005131619595,956.8137616459628,0.998080681133843,1.0000633687037244,0.0,0.21110998376623377,0.2628754058441558,0.05461647727272727
75,2802,symmetric,"(.75,1)",20,19,15,16,0.7960526315789473,7.5021444315973085,8485.180371767101,0.80625,0.833203125,9.40081399353221,831.8239583333334,0.9981248491172926,1.0001078596670347,0.0,0.1379111842105263,0.15682565789473685,0.03536184210526316
80,2989,symmetric,0,33,37,26,32,0.8263718263718264,5.256978359259513,7738.52416725649,0.6514423076923077,0.09036959134615385,6.351162862569954,1678.0062349759614,0.9979582218726717,1.0000373522737547,0.0,0.070254914004914,0.3069205569205569,0.034756347256347256
80,2989,symmetric,"(0,.25]",89,86,76,70,0.833943036320878,10.065655302348821,13677.64079744327,0.9588345864661654,0.28887453007518793,12.075113395388637,1488.1132753759398,0.9980001683631248,0.9999434183296247,2.768018973109249e-07,0.17225470342304677,0.37152550953749675,0.0907532009406846
80,2989,symmetric,"(.25,.5]",57,59,45,49,0.8099910793933988,11.283722574509948,14338.102365556304,0.9897959183673469,0.5718820861678005,13.93319074103689,1202.1567318594105,0.9980700037237487,0.9999952243091255,5.425300127603059e-07,0.2050438596491228,0.31440492120130836,0.06204467737139459
80,2989,symmetric,"(.5,.75]",56,55,49,46,0.8556818181818182,10.033850835861227,12042.124728892457,0.9578527062999113,0.778199866903283,11.71767848648772,958.9092030834073,0.9980920959669484,1.0000819574087592,0.0,0.19989853896103896,0.25844155844155847,0.024807224025974024
80,2989,symmetric,"(.75,1)",20,19,17,17,0.8723684210526316,7.886858992141328,8707.883457667058,0.7941176470588235,0.84375,9.024210591088323,816.1948529411765,0.9981348521199539,1.0001112982432123,0.0,0.10592105263157894,0.1356907894736842,0.008305921052631579
85,3176,symmetric,0,33,37,27,32,0.8415233415233416,5.256978359259513,7738.52416725649,0.6400462962962963,0.08872251157407407,6.237665066581771,1681.8502965856483,0.9979529951302997,1.0000329326512323,0.0,0.06014537264537265,0.2857289107289107,0.023264742014742015
85,3176,symmetric,"(0,.25]",89,86,77,73,0.8570028743140841,10.313278737666558,13987.044671394671,0.9531222202455079,0.2872542697028998,12.035487436053698,1486.545638009251,0.997992677893345,0.9999449023640835,2.7369201218914744e-07,0.16510974653775803,0.3539407499346747,0.0818893715704207
85,3176,symmetric,"(.25,.5]",57,59,46,50,0.8272375854891465,11.473207429073554,14555.239021492313,0.99,0.5727173913043478,13.873364411851634,1201.5629619565218,0.9980719991473721,0.9999924959140816,5.325783502639991e-07,0.21638975617008624,0.3054657300029735,0.0863812072554267
85,3176,symmetric,"(.5,.75]",56,55,51,47,0.88262987012987,10.359519393016377,12374.10218519412,0.9591155611180643,0.7780689403420943,11.726917113942507,957.8856382978723,0.9980972059408341,1.0000792994532688,0.0,0.21007508116883117,0.2538656655844156,0.046245941558441556
85,3176,symmetric,"(.75,1)",20,19,17,17,0.8723684210526316,7.886858992141328,8707.883457667058,0.7941176470588235,0.84375,9.024210591088323,816.1948529411765,0.9981348521199539,1.0001112982432123,0.0,0.11027960526315789,0.12763157894736843,0.017598684210526315
90,3362,symmetric,0,33,37,30,34,0.914004914004914,5.717140610025467,8449.276881044792,0.638235294117647,0.08866421568627451,6.2534905025625935,1694.6153799019608,0.9979460527109243,1.0000293625306966,0.0,0.05679258804258804,0.28183865683865683,0.025184275184275184
90,3362,symmetric,"(0,.25]",89,86,83,80,0.9314084139012281,11.077412188560285,14950.804786171488,0.9446536144578312,0.29038027108433734,11.893286065756152,1478.169794804217,0.998007120592571,0.9999527446567629,2.5578823189965734e-07,0.18815325320094067,0.36710380193362946,0.10670074470864907
90,3362,symmetric,"(.25,.5]",57,59,48,51,0.8532560214094558,11.816581646521602,14973.662343188716,0.9901960784313726,0.5770526960784313,13.850224631984592,1196.440908394608,0.9980772083896672,1.0000072710746162,5.215705951016176e-07,0.22639756170086234,0.3097030181385667,0.09160347903657448
90,3362,symmetric,"(.5,.75]",56,55,51,48,0.8917207792207792,10.46943201038551,12491.745250353564,0.9595588235294118,0.7782628676470589,11.734038474750431,956.4296875,0.9981018501893097,1.0000825684514374,0.0,0.21399147727272727,0.2667816558441558,0.03895089285714286
90,3362,symmetric,"(.75,1)",20,19,18,18,0.9236842105263158,8.575178627532564,9264.170387440721,0.8055555555555556,0.8385416666666666,9.268054907106691,811.4548611111111,0.9981401832505765,1.0001132481925334,0.0,0.12779605263157895,0.15016447368421054,0.015789473684210527
95,3549,symmetric,0,33,37,32,36,0.9713349713349714,5.900328305640687,8648.046173811017,0.6163194444444444,0.08637152777777778,6.074276223804595,1662.367404513889,0.9979522163207836,1.0000321072601384,0.0,0.08502252252252251,0.28677825552825553,0.047092547092547093
95,3549,symmetric,"(0,.25]",89,86,87,85,0.9829500914554481,11.733071202952985,15861.901371668519,0.9418526031102096,0.295157200811359,11.935687347896966,1472.573601250845,0.9980141596894682,0.9999461231022903,2.454316578368537e-07,0.1953594525738176,0.38227969035798276,0.10208714397700548
95,3549,symmetric,"(.25,.5]",57,59,53,56,0.939488551888195,13.038262149557767,16473.081670429616,0.9910714285714286,0.5779775943396226,13.879035839901338,1193.761402880728,0.9980947667093427,1.000004700347874,4.762780206266485e-07,0.22378642581028843,0.31542707404103476,0.07969075230449005
95,3549,symmetric,"(.5,.75]",56,55,53,50,0.9277597402597402,10.881051326165725,13006.033681241213,0.9611320754716981,0.7796462264150943,11.721316387501528,955.8188561320756,0.9981063664791052,1.000071450535359,0.0,0.22351866883116883,0.2656960227272727,0.05014204545454545
95,3549,symmetric,"(.75,1)",20,19,19,18,0.9486842105263158,8.831277423959813,9606.125631273648,0.8114035087719298,0.8389985380116959,9.309761569731766,811.5890899122807,0.9981403527511057,1.0000972534326724,0.0,0.14136513157894737,0.1730263157894737,0.021052631578947368
100,3736,symmetric,0,33,37,33,37,1.0,6.219190766267558,9001.813369821966,0.6273546273546273,0.08947583947583948,6.219190766267558,1650.1880374692873,0.9979598190808432,1.000034290116742,0.0,0.08133701883701883,0.33696764946764945,0.052160114660114665
100,3736,symmetric,"(0,.25]",89,86,89,86,1.0,11.94500214876259,16124.450612323126,0.9428403449176901,0.29549908544551867,11.94500214876259,1469.3975045727725,0.9980177505633715,0.9999454919669679,2.4056746979314563e-07,0.185707636529919,0.37894809903318527,0.09993140841390123
100,3736,symmetric,"(.25,.5]",57,59,57,59,1.0,13.792311536018033,17317.87830904834,0.9915254237288136,0.5895034195658638,13.792311536018033,1180.436728739221,0.9981058952211985,1.0000003853685768,4.531567351326073e-07,0.2157114183764496,0.31107827832292595,0.0867807760927743
100,3736,symmetric,"(.5,.75]",56,55,56,55,1.0,11.65904019601498,13842.703700424076,0.9639610389610389,0.7839285714285715,11.65904019601498,948.8851156655844,0.9981056199285205,1.000069273750944,0.0,0.22241274350649348,0.2696428571428572,0.04962459415584415
100,3736,symmetric,"(.75,1)",20,19,20,19,1.0,9.403114802174663,10349.39021280228,0.8210526315789474,0.8393092105263158,9.403114802174663,810.3209703947368,0.9981416329483055,1.0001100400424427,0.0,0.12508223684210526,0.1504111842105263,0.017598684210526315
