snapshot_pct,snapshot_step,direction,bin,n_panel_questions,n_exposed_groups,n_unique_exposed_questions,exposure_fraction,active_group_fraction,mean_k_over_G,mean_group_total_abs_advantage,mean_completion_length,cumulative_abs_advantage_per_panel_question,actual_is_ess_fraction,actual_is_mean_ratio,actual_is_cap_fraction,exploratory_dapo_is_abs_mass_per_panel_question
20,747,A-bin,0,33,7,7,0.21212121212121213,0.42857142857142855,0.08035714285714286,11.142857125827245,1824.8214285714287,2.363636360023961,0.9979347038930831,0.9999436469625582,0.0,4002.5192858483156
20,747,A-bin,"(0,.25]",89,20,20,0.2247191011235955,0.85,0.184375,21.30000007748604,1762.046875,4.786516871345177,0.9979110244884001,1.0000784445079944,0.0,7208.722929080399
20,747,A-bin,"(.25,.5]",57,13,13,0.22807017543859648,1.0,0.46634615384615385,17.07692319040115,1533.8509615384614,3.8947368679862273,0.998055181916675,0.9999294484286692,0.0,5980.030461259569
20,747,A-bin,"(.5,.75]",56,11,11,0.19642857142857142,1.0,0.625,12.000000037930228,1270.4943181818182,2.357142864593438,0.9979362118664664,0.9999352375981019,0.0,3304.4289041157067
20,747,A-bin,"(.75,1)",20,7,7,0.35,0.8571428571428571,0.8303571428571429,5.4285715115921835,984.8571428571429,1.9000000290572643,0.9980701961671012,1.000169958357305,0.0,2569.0830486167924
20,747,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
20,747,B-bin,0,37,10,10,0.2702702702702703,0.4,0.05,11.200000095367432,1838.98125,3.0270270528020085,0.9979113825506031,1.0000768733758643,0.0,4819.9592088550235
20,747,B-bin,"(0,.25]",86,19,19,0.22093023255813954,0.9473684210526315,0.23355263157894737,22.84210531335128,1729.2105263157894,5.046511638996213,0.9979475760333298,1.0000426256156671,0.0,7609.522429709928
20,747,B-bin,"(.25,.5]",59,12,12,0.2033898305084746,1.0,0.421875,18.500000049670536,1558.5052083333333,3.762711874509262,0.9980286226855919,0.9998155907078062,0.0,5709.990279565805
20,747,B-bin,"(.5,.75]",55,10,10,0.18181818181818182,1.0,0.71875,9.0000000923872,1175.31875,1.636363653161309,0.9979785468790765,0.9999579017260238,0.0,2353.6193359578265
20,747,B-bin,"(.75,1)",19,7,7,0.3684210526315789,0.8571428571428571,0.8303571428571429,5.428571496691022,1017.7321428571429,2.0000000250966927,0.997970945341039,1.0002854943041186,0.0,2729.2096505793797
25,934,A-bin,0,33,10,10,0.30303030303030304,0.5,0.075,13.599999988079071,1778.4,4.121212117599718,0.9979505657416183,0.9998747917329762,0.0,6878.2795771555775
25,934,A-bin,"(0,.25]",89,24,24,0.2696629213483146,0.8333333333333334,0.1796875,20.916666726271313,1723.2578125,5.64044945427541,0.9979291749248771,1.000062357462372,0.0,8468.582887173205
25,934,A-bin,"(.25,.5]",57,20,20,0.3508771929824561,1.0,0.509375,15.70000005811453,1413.56875,5.508771950215624,0.9980734858323069,0.9999379976644965,0.0,8069.38538567396
25,934,A-bin,"(.5,.75]",56,14,14,0.25,1.0,0.6696428571428571,10.571428625711373,1194.580357142857,2.6428571564278434,0.9979756504092457,0.9999969251019014,0.0,3613.936835127358
25,934,A-bin,"(.75,1)",20,7,7,0.35,0.8571428571428571,0.8303571428571429,5.4285715115921835,984.8571428571429,1.9000000290572643,0.9980701961671012,1.000169958357305,0.0,2569.0830486167924
25,934,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
25,934,B-bin,0,37,14,14,0.3783783783783784,0.5,0.05803571428571429,14.142857210976738,1808.6875,5.351351377126333,0.9979180036237859,1.000003988044849,0.0,8684.793545709339
25,934,B-bin,"(0,.25]",86,23,23,0.26744186046511625,0.9130434782608695,0.22826086956521738,21.91304349899292,1671.320652173913,5.860465121823688,0.9979849970822073,1.000047761966432,0.0,8698.122868257484
25,934,B-bin,"(.25,.5]",59,17,17,0.288135593220339,1.0,0.46691176470588236,17.05882357323871,1449.4080882352941,4.915254249916238,0.9980453453189118,0.999811237541649,0.0,7147.134480277642
25,934,B-bin,"(.5,.75]",55,14,14,0.2545454545454545,1.0,0.7589285714285714,7.714285797306469,1107.544642857143,1.9636363847689196,0.9980057763805402,1.000025790050224,0.0,2754.406330339175
25,934,B-bin,"(.75,1)",19,7,7,0.3684210526315789,0.8571428571428571,0.8303571428571429,5.428571496691022,1017.7321428571429,2.0000000250966927,0.997970945341039,1.0002854943041186,0.0,2729.2096505793797
30,1121,A-bin,0,33,11,11,0.3333333333333333,0.5454545454545454,0.09090909090909091,14.545454534617337,1756.346590909091,4.848484844872446,0.9979966503877717,0.9998908826731248,0.0,7844.298150992424
30,1121,A-bin,"(0,.25]",89,28,28,0.3146067415730337,0.8571428571428571,0.203125,20.928571492433548,1712.4910714285713,6.584269683012802,0.997965943363976,1.0000716668190428,0.0,9929.204794208577
30,1121,A-bin,"(.25,.5]",57,23,23,0.40350877192982454,1.0,0.5380434782608695,14.782608760439832,1376.945652173913,5.964912306844142,0.998078342608246,0.9999360289514615,0.0,8674.8010239919
30,1121,A-bin,"(.5,.75]",56,16,16,0.2857142857142857,1.0,0.6875,10.000000049360096,1158.58984375,2.857142871245742,0.9979852582729803,0.9999587929224011,0.0,3852.733426587442
30,1121,A-bin,"(.75,1)",20,9,9,0.45,0.8888888888888888,0.8125,6.000000091062652,1014.2013888888889,2.7000000409781935,0.9980426853532492,1.0001388050696136,0.0,3709.7206265780087
30,1121,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
30,1121,B-bin,0,37,15,15,0.40540540540540543,0.5333333333333333,0.07083333333333333,14.800000063578288,1790.4958333333334,6.000000025774981,0.9979530083146373,1.0000081750651444,0.0,9546.377679131392
30,1121,B-bin,"(0,.25]",86,26,26,0.3023255813953488,0.9230769230769231,0.23317307692307693,22.076923104432915,1673.6177884615386,6.67441861296809,0.9979971457617642,1.0000520020094956,0.0,9955.709921386471
30,1121,B-bin,"(.25,.5]",59,19,19,0.3220338983050847,1.0,0.4901315789473684,16.315789519956237,1424.7006578947369,5.254237303036755,0.9980751098692465,0.9998411372855098,0.0,7627.359473719692
30,1121,B-bin,"(.5,.75]",55,19,19,0.34545454545454546,1.0,0.756578947368421,7.789473769696135,1098.6644736842106,2.690909120440483,0.9980302667226337,0.9999929929931812,0.0,3709.9759405926684
30,1121,B-bin,"(.75,1)",19,8,8,0.42105263157894735,0.875,0.8203125,5.750000074505806,1036.140625,2.4210526629498133,0.9979543745563701,1.0002134892139405,0.0,3342.2260740080083
35,1308,A-bin,0,33,12,12,0.36363636363636365,0.5833333333333334,0.08854166666666667,15.833333323399225,1753.0833333333333,5.757575753963355,0.9980020304922224,0.9999062620723503,0.0,8959.518094942998
35,1308,A-bin,"(0,.25]",89,33,33,0.3707865168539326,0.8787878787878788,0.2178030303030303,21.151515212925997,1661.8863636363637,7.842696651983797,0.9979609206504509,1.0000701289427514,0.0,11550.096409180356
35,1308,A-bin,"(.25,.5]",57,26,26,0.45614035087719296,1.0,0.5216346153846154,15.307692383344357,1360.5504807692307,6.98245617485883,0.9980851320887328,0.9999235540796351,0.0,9921.871976693168
35,1308,A-bin,"(.5,.75]",56,18,18,0.32142857142857145,1.0,0.7048611111111112,9.444444494114983,1125.392361111111,3.0357143016798154,0.9980001410954793,1.0000066756775499,0.0,4025.4140181051084
35,1308,A-bin,"(.75,1)",20,10,10,0.5,0.8,0.83125,5.400000081956387,956.19375,2.7000000409781935,0.9980497524269332,1.0001164205288229,0.0,3709.7206265780087
35,1308,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
35,1308,B-bin,0,37,17,17,0.4594594594594595,0.5882352941176471,0.06985294117647059,16.588235350216138,1776.0110294117646,7.621621647396603,0.9979538643115771,0.999995370035937,0.0,11643.349197876685
35,1308,B-bin,"(0,.25]",86,31,31,0.36046511627906974,0.9354838709677419,0.25201612903225806,21.87096777654463,1630.4939516129032,7.883720942707949,0.9980051494198288,1.0000669607373713,0.0,11587.904384188558
35,1308,B-bin,"(.25,.5]",59,21,21,0.3559322033898305,1.0,0.4851190476190476,16.476190535085543,1381.7886904761904,5.864406800623668,0.9980657223197755,0.9998209643756566,0.0,8206.816866809086
35,1308,B-bin,"(.5,.75]",55,20,20,0.36363636363636365,1.0,0.759375,7.700000081956387,1085.925,2.800000029802322,0.9980325248921228,1.0000204920446611,0.0,3815.1430488496158
35,1308,B-bin,"(.75,1)",19,10,10,0.5263157894736842,0.8,0.84375,5.000000068545342,959.9,2.6315789834449164,0.9979905564468847,1.0002003996335618,0.0,3546.748293526811
40,1494,A-bin,0,33,15,15,0.45454545454545453,0.5333333333333333,0.07916666666666666,14.533333325386048,1754.5916666666667,6.606060602448204,0.9979865767818975,0.9999102344747383,0.0,10077.322946975299
40,1494,A-bin,"(0,.25]",89,42,42,0.47191011235955055,0.9047619047619048,0.23214285714285715,21.52380958341417,1611.7589285714287,10.157303398914552,0.9979537644246715,1.0000534947529922,0.0,14604.423717928346
40,1494,A-bin,"(.25,.5]",57,27,27,0.47368421052631576,1.0,0.5185185185185185,15.40740747584237,1366.4189814814815,7.298245646451649,0.9980887854612519,0.999936822647659,0.0,10386.783307784957
40,1494,A-bin,"(.5,.75]",56,20,20,0.35714285714285715,1.0,0.7125,9.200000056624413,1101.453125,3.28571430593729,0.9980123687385671,1.0000066200946809,0.0,4282.869726215594
40,1494,A-bin,"(.75,1)",20,12,12,0.6,0.8333333333333334,0.8385416666666666,5.166666740551591,911.1354166666666,3.1000000443309546,0.9980913757661822,1.0000637979038358,0.0,4124.767614354062
40,1494,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
40,1494,B-bin,0,37,22,22,0.5945945945945946,0.5909090909090909,0.07954545454545454,16.36363639614799,1729.2642045454545,9.729729749060965,0.9979507238354774,0.9999791477163891,0.0,14217.252423573012
40,1494,B-bin,"(0,.25]",86,37,37,0.43023255813953487,0.9459459459459459,0.2533783783783784,22.16216220726838,1616.8969594594594,9.534883740336396,0.9979954126692567,1.0000654207291757,0.0,13931.964222075307
40,1494,B-bin,"(.25,.5]",59,25,25,0.423728813559322,1.0,0.51,15.680000059008599,1332.4225,6.644067821613813,0.998062282020262,0.9998408240150414,0.0,9102.013319572332
40,1494,B-bin,"(.5,.75]",55,21,21,0.38181818181818183,1.0,0.7678571428571429,7.428571509108657,1071.3065476190477,2.8363636671142145,0.9980553297887315,1.0000041729224076,0.0,3865.0257269548483
40,1494,B-bin,"(.75,1)",19,11,11,0.5789473684210527,0.8181818181818182,0.8409090909090909,5.090909154577688,926.5227272727273,2.9473684579133987,0.997989633714401,1.000182417055901,0.0,3839.242633512772
45,1681,A-bin,0,33,15,15,0.45454545454545453,0.5333333333333333,0.07916666666666666,14.533333325386048,1754.5916666666667,6.606060602448204,0.9979865767818975,0.9999102344747383,0.0,10077.322946975299
45,1681,A-bin,"(0,.25]",89,49,49,0.550561797752809,0.9183673469387755,0.23341836734693877,21.918367427222584,1594.8647959183672,12.067415774538276,0.9979635163667152,1.000045057148176,0.0,17121.524060838914
45,1681,A-bin,"(.25,.5]",57,32,32,0.5614035087719298,1.0,0.521484375,15.31250006891787,1343.578125,8.59649126676091,0.9980800337598185,0.9999605852202375,0.0,11974.196525139596
45,1681,A-bin,"(.5,.75]",56,24,24,0.42857142857142855,0.9583333333333334,0.7291666666666666,8.66666672565043,1035.296875,3.71428573956447,0.9980340905200197,0.9999878533800397,0.0,4622.108979423504
45,1681,A-bin,"(.75,1)",20,12,12,0.6,0.8333333333333334,0.8385416666666666,5.166666740551591,911.1354166666666,3.1000000443309546,0.9980913757661822,1.0000637979038358,0.0,4124.767614354062
45,1681,A-bin,1,1,0,0,0.0,,,,,0.0,,,,0.0
45,1681,B-bin,0,37,22,22,0.5945945945945946,0.5909090909090909,0.07954545454545454,16.36363639614799,1729.2642045454545,9.729729749060965,0.9979507238354774,0.9999791477163891,0.0,14217.252423573012
45,1681,B-bin,"(0,.25]",86,44,44,0.5116279069767442,0.9545454545454546,0.25142045454545453,22.500000070441853,1595.6477272727273,11.511627943016762,0.9980011130719744,1.0000539756803954,0.0,16523.926828939017
45,1681,B-bin,"(.25,.5]",59,30,30,0.5084745762711864,0.9666666666666667,0.5270833333333333,15.133333386480809,1293.7875,7.694915281261428,0.9980595280347621,0.9998704517184028,0.0,10373.112161984254
45,1681,B-bin,"(.5,.75]",55,25,25,0.45454545454545453,1.0,0.76,7.680000088512897,1039.3925,3.4909091311422262,0.9980644651887915,1.000001253366729,0.0,4512.266930506036
45,1681,B-bin,"(.75,1)",19,11,11,0.5789473684210527,0.8181818181818182,0.8409090909090909,5.090909154577688,926.5227272727273,2.9473684579133987,0.997989633714401,1.000182417055901,0.0,3839.242633512772
50,1868,A-bin,0,33,17,17,0.5151515151515151,0.5882352941176471,0.09191176470588236,15.88235293416416,1701.7169117647059,8.181818178205779,0.9979711580520461,0.9999170728311458,0.0,12206.156359963918
50,1868,A-bin,"(0,.25]",89,53,53,0.5955056179775281,0.9245283018867925,0.23231132075471697,22.150943501940315,1570.3891509433963,13.191011298908277,0.9979531783726746,1.0000391389833034,0.0,18353.96185407779
50,1868,A-bin,"(.25,.5]",57,32,32,0.5614035087719298,1.0,0.521484375,15.31250006891787,1343.578125,8.59649126676091,0.9980800337598185,0.9999605852202375,0.0,11974.196525139596
50,1868,A-bin,"(.5,.75]",56,28,28,0.5,0.9285714285714286,0.75,8.000000060935106,1012.90625,4.000000030467553,0.9980498211807738,1.0000387321221074,0.0,4933.773185829431
50,1868,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8413461538461539,5.076923152002005,897.5721153846154,3.300000048801303,0.9980720735072888,0.9999999937228274,0.0,4283.136962231286
50,1868,A-bin,1,1,1,1,1.0,0.0,1.0,0.0,553.5,0.0,0.9982802179372066,1.0000906182417701,0.0,0.0
50,1868,B-bin,0,37,23,23,0.6216216216216216,0.6086956521739131,0.08152173913043478,16.86956524848938,1717.2445652173913,10.486486505817723,0.9979458604241629,0.9999898858366393,0.0,15349.100844136594
50,1868,B-bin,"(0,.25]",86,50,50,0.5813953488372093,0.94,0.26375,22.28000009536743,1543.29125,12.953488427539204,0.9979855289408522,1.0000395403431768,0.0,18129.27653435799
50,1868,B-bin,"(.25,.5]",59,31,31,0.5254237288135594,0.967741935483871,0.5403225806451613,14.709677472470268,1274.5645161290322,7.728813587230141,0.9980524450701831,0.9998933254619589,0.0,10394.370890519447
50,1868,B-bin,"(.5,.75]",55,27,27,0.4909090909090909,1.0,0.7615740740740741,7.629629720416334,1040.1805555555557,3.7454545900225638,0.9980858335149552,1.0000236444096153,0.0,4806.792940963411
50,1868,B-bin,"(.75,1)",19,13,13,0.6842105263157895,0.7692307692307693,0.8557692307692307,4.615384676135504,883.0817307692307,3.1578947784085023,0.997990511214365,1.000105547389239,0.0,4005.947210225639
55,2055,A-bin,0,33,17,17,0.5151515151515151,0.5882352941176471,0.09191176470588236,15.88235293416416,1701.7169117647059,8.181818178205779,0.9979711580520461,0.9999170728311458,0.0,12206.156359963918
55,2055,A-bin,"(0,.25]",89,54,54,0.6067415730337079,0.9259259259259259,0.2349537037037037,22.111111210452187,1566.758101851852,13.41573039735301,0.9979538016252598,1.0000359214179164,0.0,18637.3184981993
55,2055,A-bin,"(.25,.5]",57,35,35,0.6140350877192983,1.0,0.525,15.20000007067408,1339.4357142857143,9.333333376729698,0.9980781606001727,0.9999452449811291,0.0,12964.17258199522
55,2055,A-bin,"(.5,.75]",56,31,31,0.5535714285714286,0.9354838709677419,0.7600806451612904,7.677419418288816,989.25,4.250000035124166,0.9980517302913741,1.0000441036836305,0.0,5134.908074711036
55,2055,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8413461538461539,5.076923152002005,897.5721153846154,3.300000048801303,0.9980720735072888,0.9999999937228274,0.0,4283.136962231286
55,2055,A-bin,1,1,1,1,1.0,0.0,1.0,0.0,553.5,0.0,0.9982802179372066,1.0000906182417701,0.0,0.0
55,2055,B-bin,0,37,24,24,0.6486486486486487,0.625,0.09375,17.000000019868214,1702.9557291666667,11.027027039914518,0.9979473972786119,0.9999848814810787,0.0,16030.68844756402
55,2055,B-bin,"(0,.25]",86,50,50,0.5813953488372093,0.94,0.26375,22.28000009536743,1543.29125,12.953488427539204,0.9979855289408522,1.0000395403431768,0.0,18129.27653435799
55,2055,B-bin,"(.25,.5]",59,33,33,0.559322033898305,0.9696969696969697,0.5378787878787878,14.787878841387503,1278.8617424242425,8.271186470606569,0.9980514691948671,0.9998755352049216,0.0,11134.873099139455
55,2055,B-bin,"(.5,.75]",55,30,30,0.5454545454545454,1.0,0.7625,7.600000093628963,1028.9833333333333,4.145454596524889,0.9980809660365815,1.000017720705797,0.0,5216.757967292743
55,2055,B-bin,"(.75,1)",19,14,14,0.7368421052631579,0.7857142857142857,0.8616071428571429,4.428571488708258,871.1160714285714,3.26315793904819,0.9980081280375275,1.0001433521026541,0.0,4082.498908196521
60,2242,A-bin,0,33,18,18,0.5454545454545454,0.6111111111111112,0.10069444444444445,16.333333326710594,1701.2534722222222,8.909090905478507,0.9979644803450829,0.9999146265837853,0.0,13364.69031596783
60,2242,A-bin,"(0,.25]",89,58,58,0.651685393258427,0.9310344827586207,0.2543103448275862,21.655172509109153,1534.884698275862,14.112359612677874,0.997953408997468,1.0000478335452228,0.0,19437.401047548796
60,2242,A-bin,"(.25,.5]",57,39,39,0.6842105263157895,1.0,0.5432692307692307,14.615384686451693,1313.9663461538462,10.000000048624841,0.9980903571437143,0.9999450903097887,0.0,13822.622577915754
60,2242,A-bin,"(.5,.75]",56,34,34,0.6071428571428571,0.9411764705882353,0.7683823529411765,7.411764769431422,981.4191176470588,4.500000038583364,0.9980638940297225,1.0000531786133757,0.0,5481.234083463465
60,2242,A-bin,"(.75,1)",20,13,13,0.65,0.8461538461538461,0.8413461538461539,5.076923152002005,897.5721153846154,3.300000048801303,0.9980720735072888,0.9999999937228274,0.0,4283.136962231286
60,2242,A-bin,1,1,1,1,1.0,0.0,1.0,0.0,553.5,0.0,0.9982802179372066,1.0000906182417701,0.0,0.0
60,2242,B-bin,0,37,25,25,0.6756756756756757,0.64,0.0925,17.520000019073485,1689.0175,11.837837850725329,0.9979400244823441,0.999991747873691,0.0,16952.838948273966
60,2242,B-bin,"(0,.25]",86,53,53,0.6162790697674418,0.9433962264150944,0.27476415094339623,22.00000009446774,1541.2771226415093,13.558139593102212,0.9979878622892941,1.0000387171155527,0.0,19049.783447647525
60,2242,B-bin,"(.25,.5]",59,36,36,0.6101694915254238,0.9722222222222222,0.546875,14.500000050291419,1254.3680555555557,8.847457657804934,0.9980520340207505,0.9998861224350447,0.0,11765.703471678626
60,2242,B-bin,"(.5,.75]",55,35,35,0.6363636363636364,1.0,0.7767857142857143,7.142857233754226,1006.1357142857142,4.545454603298144,0.9981021764903911,1.0000350576495176,0.0,5712.4437609084025
60,2242,B-bin,"(.75,1)",19,14,14,0.7368421052631579,0.7857142857142857,0.8616071428571429,4.428571488708258,871.1160714285714,3.26315793904819,0.9980081280375275,1.0001433521026541,0.0,4082.498908196521
65,2428,A-bin,0,33,20,20,0.6060606060606061,0.55,0.090625,14.699999994039535,1677.79375,8.909090905478507,0.9979744801763711,0.9999320712679557,0.0,13364.69031596783
65,2428,A-bin,"(0,.25]",89,62,62,0.6966292134831461,0.9354838709677419,0.2661290322580645,21.419354939412685,1515.5524193548388,14.9213483847594,0.9979535260454483,1.0000330870136465,0.0,20398.21117779808
65,2428,A-bin,"(.25,.5]",57,41,41,0.7192982456140351,1.0,0.5426829268292683,14.634146411971349,1312.3201219512196,10.526315840189916,0.9980903828695435,0.9999572722388727,0.0,14514.382775986769
65,2428,A-bin,"(.5,.75]",56,36,36,0.6428571428571429,0.9444444444444444,0.7690972222222222,7.388888952632745,979.7170138888889,4.750000040978193,0.9980736407287835,1.0000784696686862,0.0,5798.778221285727
65,2428,A-bin,"(.75,1)",20,14,14,0.7,0.8571428571428571,0.8258928571428571,5.571428658174617,899.4017857142857,3.900000060722232,0.998090887009611,1.0000236981079245,0.0,4868.633205596248
65,2428,A-bin,1,1,1,1,1.0,0.0,1.0,0.0,553.5,0.0,0.9982802179372066,1.0000906182417701,0.0,0.0
65,2428,B-bin,0,37,27,27,0.7297297297297297,0.5925925925925926,0.08564814814814815,16.222222239882857,1672.5462962962963,11.837837850725329,0.997949043958874,0.9999997009458584,0.0,16952.838948273966
65,2428,B-bin,"(0,.25]",86,55,55,0.6395348837209303,0.9454545454545454,0.2761363636363636,22.000000099702316,1533.35,14.069767505623574,0.9979851819124578,1.0000309013873843,0.0,19661.557652199277
65,2428,B-bin,"(.25,.5]",59,39,39,0.6610169491525424,0.9743589743589743,0.5448717948717948,14.564102613582062,1251.6426282051282,9.627118676774582,0.9980517434857645,0.9998938690111109,0.0,12729.106266986922
65,2428,B-bin,"(.5,.75]",55,39,39,0.7090909090909091,1.0,0.7692307692307693,7.384615481855014,1006.0897435897435,5.236363705315373,0.9981137338736394,1.0000633745029326,0.0,6530.288905507312
65,2428,B-bin,"(.75,1)",19,14,14,0.7368421052631579,0.7857142857142857,0.8616071428571429,4.428571488708258,871.1160714285714,3.26315793904819,0.9980081280375275,1.0001433521026541,0.0,4082.498908196521
